video_name,direction,command_type,command_value,command_unit,fps,frame_count,analyzed_frame_count,duration_s,analyzed_duration_s,max_seconds,px_per_m,detected_frame_count,detection_rate,fit_kind,measured_radius_m,measured_yaw_rate_rad_s,measured_yaw_rate_abs_rad_s,commanded_metric,commanded_value,measured_value,error,abs_error,percent_error,circle_rmse_m,arc_angle_deg,path_length_px,path_length_m,net_displacement_px,net_displacement_m,straight_speed_m_s,straight_speed_source,straight_tracked_net_speed_m_s,straight_tracked_path_speed_m_s,straight_fit_x_slope_px_s,straight_fit_y_slope_px_s,straight_measurement_start_s,straight_measurement_requested_start_s,straight_measurement_seconds,straight_measurement_end_s,straight_measurement_frame_count,metric_start_s,metric_end_s,turn_trim_last_seconds,turn_start_seconds
back_run06.mp4,backward,straight_speed,0.11,m/s,30.0,1149,451,38.3,15.0,15.0,269.2105609870623,451,1.0,straight,,,,straight_speed_m_s,0.11,0.036715378790843155,-0.07328462120915685,0.07328462120915685,-66.62238291741532,,,519.3772836673904,1.929260433777524,150.55444274264394,0.5592441923178462,0.036715378790843155,linear_fit_of_red_marker_center_in_steady_window,0.03819906849961963,0.12547952206787547,-9.879216509155183,0.31281416970807385,2.0,2.0,15.0,15.0,391,,,,
forword_run06.mp4,forward,straight_speed,0.17,m/s,30.0,403,403,13.433333333333334,13.4,15.0,269.2105609870623,403,1.0,straight,,,,straight_speed_m_s,0.17,0.1626430875937822,-0.007356912406217803,0.007356912406217803,-4.327595533069295,,,613.8159552041159,2.280058972997031,549.0864817661916,2.0396171671459036,0.1626430875937822,linear_fit_of_red_marker_center_in_steady_window,0.15616727913769252,0.17445741195995748,43.784458722599524,-0.26103742323573087,2.0,2.0,15.0,13.4,343,,,,
