video_name,direction,command_type,command_value,command_unit,fps,frame_count,duration_s,px_per_m,detected_frame_count,detection_rate,fit_kind,measured_radius_m,measured_yaw_rate_rad_s,measured_yaw_rate_abs_rad_s,commanded_metric,commanded_value,measured_value,error,abs_error,percent_error,circle_rmse_m,arc_angle_deg,path_length_px,path_length_m,net_displacement_px,net_displacement_m,straight_speed_m_s,straight_speed_source,straight_tracked_net_speed_m_s,straight_tracked_path_speed_m_s,straight_fit_x_slope_px_s,straight_fit_y_slope_px_s,straight_measurement_start_s,straight_measurement_requested_start_s,straight_measurement_seconds,straight_measurement_end_s,straight_measurement_frame_count,metric_start_s,metric_end_s,turn_trim_last_seconds,turn_start_seconds
left_r05_2.mp4,left,turn_radius,0.5,m,30.0,1273,42.43333333333333,269.2105609870623,1273,1.0,circle,0.38510995189793873,-0.4370784561030314,0.4370784561030314,R_m,0.5,0.38510995189793873,-0.11489004810206127,0.11489004810206127,-22.978009620412255,0.04874560481121438,988.6816978020595,4794.362340427258,17.808968276908217,99.98905851357611,0.3714158097920288,,,,,,,,,,,,0.0,40.43333333333333,2.0,0.0
left_y05_2.mp4,left,yaw_rate,0.5,rad/s,30.0,1895,63.166666666666664,269.2105609870623,1895,1.0,circle,0.3932572169240837,-0.4114610594488005,0.4114610594488005,yaw_rate_abs_rad_s,0.5,0.4114610594488005,-0.08853894055119949,0.08853894055119949,-17.707788110239896,0.06281669602111253,1414.6152377650965,6630.55312707643,24.629617436869726,24.362120850818446,0.09049466990260177,,,,,,,,,,,,0.0,61.166666666666664,2.0,0.0
right_r03_2.mp4,right,turn_radius,0.3,m,30.0,1856,61.86666666666667,269.2105609870623,1856,1.0,circle,0.24403110801438965,0.6518424391837503,0.6518424391837503,R_m,0.3,0.24403110801438965,-0.055968891985610336,0.055968891985610336,-18.65629732853678,0.09028545473352934,2073.8574001469315,8326.22763143086,30.92830979922441,96.4297203430728,0.3581944184860824,,,,,,,,,,,,0.0,59.86666666666667,2.0,0.0
right_r03_3.mp4,right,turn_radius,0.3,m,30.0,1667,55.56666666666667,269.2105609870623,1667,1.0,circle,0.25363922807547035,0.5828103355592662,0.5828103355592662,R_m,0.3,0.25363922807547035,-0.04636077192452964,0.04636077192452964,-15.45359064150988,0.074454199529883,1723.5841976221634,4538.6407892472,16.85907407423484,77.22822130860072,0.2868692113171301,,,,,,,,,,,,0.0,53.56666666666667,2.0,0.0
