time,x,y,yaw,reward,yaw_rate,turn_radius
2.000000000000001082e-02,5.997693008145805749e-01,2.281146515910770223e-03,-4.466904478266176676e-02,0.000000000000000000e+00,-4.244577797592971713e+00,inf
4.000000000000002859e-02,5.989661406153491408e-01,2.378019960537769428e-03,-7.875440215454158899e-02,0.000000000000000000e+00,-1.837038705157191032e+00,inf
6.000000000000004635e-02,5.979076844771729071e-01,2.270821615054097187e-03,-1.154179394020873328e-01,0.000000000000000000e+00,-2.538666966565590766e+00,inf
8.000000000000005718e-02,5.967528896094123070e-01,8.139104170411526340e-04,-1.391678700856192885e-01,0.000000000000000000e+00,-1.594977532556033362e+00,inf
1.000000000000000749e-01,5.955519328861089701e-01,-3.057309280199427270e-04,-1.646608207577191785e-01,0.000000000000000000e+00,-1.969133574541346743e+00,inf
1.200000000000000927e-01,5.937610299605543540e-01,-2.167020360120675004e-03,-1.950620366583260268e-01,0.000000000000000000e+00,-1.594816104625055297e+00,inf
1.400000000000000966e-01,5.917321932326706779e-01,-3.636306627652685641e-03,-2.332726485918416581e-01,0.000000000000000000e+00,-1.903430952919999752e+00,inf
1.600000000000001144e-01,5.901198983320170566e-01,-6.089223151584222116e-03,-2.563793567447614219e-01,0.000000000000000000e+00,-1.521689729557985871e+00,inf
1.800000000000001321e-01,5.890182487002306733e-01,-7.997228702576297810e-03,-2.762668922658774173e-01,0.000000000000000000e+00,-1.669170090874017909e+00,inf
2.000000000000001499e-01,5.872580807177606443e-01,-5.616261951855605616e-03,-3.552113509332343599e-01,0.000000000000000000e+00,-1.982226148836642832e+00,inf
2.200000000000001676e-01,5.850837050925087324e-01,-1.347860296490421828e-03,-4.556916884250753474e-01,0.000000000000000000e+00,-2.242859325359727318e+00,inf
2.400000000000001854e-01,5.828605062187240948e-01,2.985393977118611097e-03,-5.522652759915360754e-01,0.000000000000000000e+00,-2.434643036480014455e+00,inf
2.600000000000001754e-01,5.822167873510932790e-01,3.567077366768367508e-03,-5.853954142471228250e-01,0.000000000000000000e+00,-2.175131206117031368e+00,inf
2.800000000000001932e-01,5.818670215354200259e-01,2.499134661204216457e-03,-5.779333586467870765e-01,0.000000000000000000e+00,-2.043690607186897878e+00,inf
3.000000000000002109e-01,5.804643433865299684e-01,2.975267126229863557e-03,-5.989554392389244697e-01,0.000000000000000000e+00,-2.021256572365311310e+00,inf
3.200000000000002287e-01,5.791227525953497324e-01,1.536329544257586388e-03,-6.012234522963660899e-01,0.000000000000000000e+00,-1.819966746853422856e+00,inf
3.400000000000002465e-01,5.774979214217047518e-01,8.062848395922750377e-04,-6.111258113000787029e-01,0.000000000000000000e+00,-1.831197573080354024e+00,inf
3.600000000000002642e-01,5.751872837075024947e-01,4.007641912256942884e-03,-6.655327097557431903e-01,0.000000000000000000e+00,-1.911071169814244852e+00,inf
3.800000000000002820e-01,5.741316150671702534e-01,5.184530537185816357e-03,-6.744327099283700111e-01,0.000000000000000000e+00,-1.699977028598564699e+00,inf
4.000000000000002998e-01,5.723524902790615432e-01,6.820576644702813773e-03,-6.775691174000058048e-01,0.000000000000000000e+00,-1.728021431674880315e+00,inf
4.200000000000003175e-01,5.707453862188767157e-01,7.605298608574173613e-03,-6.699503444015605380e-01,0.000000000000000000e+00,-1.516159386708737289e+00,inf
4.400000000000003353e-01,5.686914844073394093e-01,8.936983130207520887e-03,-6.670782181874705952e-01,0.000000000000000000e+00,-1.544551966721437131e+00,inf
4.600000000000003531e-01,5.668205292047958643e-01,9.558997554222015136e-03,-6.578020969771539717e-01,0.000000000000000000e+00,-1.357193334783111105e+00,inf
4.800000000000003708e-01,5.646096145541114053e-01,1.074689475866325017e-02,-6.544717883140873660e-01,0.000000000000000000e+00,-1.389383208588878205e+00,inf
5.000000000000003331e-01,5.626105076134725325e-01,1.132207372912069632e-02,-6.451328262000445291e-01,0.000000000000000000e+00,-1.223319279480667543e+00,inf
5.200000000000003508e-01,5.602686976862155666e-01,1.251512689032308057e-02,-6.419266038363200533e-01,0.000000000000000000e+00,-1.258568808422024343e+00,inf
5.400000000000003686e-01,5.581654525360538743e-01,1.312369117959844012e-02,-6.328177818529540088e-01,0.000000000000000000e+00,-1.110094648149841712e+00,inf
5.600000000000003864e-01,5.557194499413712352e-01,1.434348620730857560e-02,-6.299699974041749195e-01,0.000000000000000000e+00,-1.147786653084502229e+00,inf
5.800000000000004041e-01,5.535293217772082608e-01,1.493775285374260298e-02,-6.214188515660576950e-01,0.000000000000000000e+00,-1.014344484949927905e+00,inf
