time,x,y,yaw,reward,yaw_rate,turn_radius
2.000000000000001082e-02,5.997693008145805749e-01,2.281146515910770223e-03,-4.466904478266176676e-02,0.000000000000000000e+00,-4.244577797592971713e+00,inf
4.000000000000002859e-02,5.991222519847075878e-01,2.473564689488561008e-03,-7.172427449873511329e-02,0.000000000000000000e+00,-1.527662074724913888e+00,inf
6.000000000000004635e-02,5.983498677543181987e-01,2.647769755401374603e-03,-9.743423936996557788e-02,0.000000000000000000e+00,-2.169492931847647466e+00,inf
8.000000000000005718e-02,5.975173763062451293e-01,1.741051121208203600e-03,-1.118541226902578650e-01,0.000000000000000000e+00,-1.208089240935049435e+00,inf
1.000000000000000749e-01,5.965862145572967679e-01,1.127837514857066292e-03,-1.296626341355280043e-01,0.000000000000000000e+00,-1.594284701416957661e+00,inf
1.200000000000000927e-01,5.955968173232999430e-01,-4.336213606857541869e-04,-1.394133918312908116e-01,0.000000000000000000e+00,-1.021678140571681048e+00,inf
1.400000000000000966e-01,5.945928147434212940e-01,-1.628440930501184880e-03,-1.547214786926316421e-01,0.000000000000000000e+00,-1.311248893937651872e+00,inf
1.600000000000001144e-01,5.935329889015859006e-01,-3.729842059410459765e-03,-1.634346516735609989e-01,0.000000000000000000e+00,-9.126080524438100472e-01,inf
1.800000000000001321e-01,5.925268323904330225e-01,-5.261712307322918836e-03,-1.776718386876498246e-01,0.000000000000000000e+00,-1.140684057765082970e+00,inf
2.000000000000001499e-01,5.915436161311999896e-01,-6.375271134980542431e-03,-1.943173200027115965e-01,0.000000000000000000e+00,-9.215578388360666784e-01,inf
2.200000000000001676e-01,5.905046235592804615e-01,-6.345657693706041602e-03,-2.211781665580107581e-01,0.000000000000000000e+00,-1.150405624738107146e+00,inf
2.400000000000001854e-01,5.893408151879623302e-01,-6.771666606889492623e-03,-2.423773414677321547e-01,0.000000000000000000e+00,-9.694988768136968416e-01,inf
2.600000000000001754e-01,5.879842363045095777e-01,-6.476838157543185481e-03,-2.696197943355400639e-01,0.000000000000000000e+00,-1.160536615135480787e+00,inf
2.800000000000001932e-01,5.865685850775155252e-01,-7.198418661841510247e-03,-2.829919727124040607e-01,0.000000000000000000e+00,-9.502814591545346579e-01,inf
3.000000000000002109e-01,5.849981275247717605e-01,-7.441916199306397584e-03,-2.976261179702786586e-01,0.000000000000000000e+00,-1.082233811416144498e+00,inf
3.200000000000002287e-01,5.834105144233222573e-01,-8.378463404372760159e-03,-3.022461640178093489e-01,0.000000000000000000e+00,-8.804005877654851320e-01,inf
3.400000000000002465e-01,5.816765560167136417e-01,-8.632603114501535835e-03,-3.098713212975453546e-01,0.000000000000000000e+00,-9.807275344757409030e-01,inf
3.600000000000002642e-01,5.799653762478452768e-01,-9.425848038527695483e-03,-3.084551721381743050e-01,0.000000000000000000e+00,-7.920743055149019884e-01,inf
3.800000000000002820e-01,5.780654423789391982e-01,-9.412541747699232353e-03,-3.113433896307525872e-01,0.000000000000000000e+00,-8.762689330447387404e-01,inf
4.000000000000002998e-01,5.761789614366813472e-01,-9.885442542635625163e-03,-3.063431365668071726e-01,0.000000000000000000e+00,-7.034555335341187154e-01,inf
4.200000000000003175e-01,5.740737305122268763e-01,-9.531488322838621574e-03,-3.067123974309282630e-01,0.000000000000000000e+00,-7.796708565377105105e-01,inf
4.400000000000003353e-01,5.719674575560597107e-01,-9.704291327833181047e-03,-3.000900864931252965e-01,0.000000000000000000e+00,-6.237237407669655731e-01,inf
4.600000000000003531e-01,5.696518616266215140e-01,-9.107834038539375232e-03,-2.996573404110733918e-01,0.000000000000000000e+00,-6.961946354108532464e-01,inf
4.800000000000003708e-01,5.673286471882276194e-01,-9.107470909055614960e-03,-2.928342851786776557e-01,0.000000000000000000e+00,-5.565140468056822831e-01,inf
5.000000000000003331e-01,5.648161483357545531e-01,-8.397144986290627777e-03,-2.924567872145441005e-01,0.000000000000000000e+00,-6.262852139488823688e-01,inf
5.200000000000003508e-01,5.623027136503696566e-01,-8.339997602563431478e-03,-2.858841007081036056e-01,0.000000000000000000e+00,-5.005902453062150981e-01,inf
5.400000000000003686e-01,5.596111865593208501e-01,-7.604443441379948876e-03,-2.858273620653618563e-01,0.000000000000000000e+00,-5.678935661282369374e-01,inf
5.600000000000003864e-01,5.569342902162324194e-01,-7.542282540754730036e-03,-2.795920743172721212e-01,0.000000000000000000e+00,-4.538349845923986270e-01,inf
5.800000000000004041e-01,5.540845678936746621e-01,-6.807622606983643188e-03,-2.798416221294035555e-01,0.000000000000000000e+00,-5.186084453915991155e-01,inf
6.000000000000004219e-01,5.512657965252237835e-01,-6.752450350163419213e-03,-2.738746801097048378e-01,0.000000000000000000e+00,-4.141934121882842046e-01,inf
6.200000000000004396e-01,5.482782945181352563e-01,-6.024195603313353686e-03,-2.743410213745907655e-01,0.000000000000000000e+00,-3.507782445810163074e-01,inf
6.400000000000004574e-01,5.453363911437342226e-01,-5.978349577070052323e-03,-2.685496385517943119e-01,0.000000000000000000e+00,-3.035393935560230516e-01,inf
6.600000000000004752e-01,5.422297633912981363e-01,-5.257945781441730748e-03,-2.691469545310580802e-01,0.000000000000000000e+00,-2.666987897313198852e-01,inf
6.800000000000004929e-01,5.391815845818271891e-01,-5.222093619682566246e-03,-2.634556105751032495e-01,0.000000000000000000e+00,-2.358219041256988946e-01,inf
7.000000000000005107e-01,5.359724140905951506e-01,-4.510315096558470405e-03,-2.641207872587760797e-01,0.000000000000000000e+00,-2.095488751051780285e-01,inf
7.200000000000005285e-01,5.328329921673951031e-01,-4.484874441673891710e-03,-2.584772383543693652e-01,0.000000000000000000e+00,-1.842358154521526736e-01,inf
7.400000000000005462e-01,5.295357678794567757e-01,-3.782390780216249304e-03,-2.591687177577329804e-01,0.000000000000000000e+00,-1.610118878607689485e-01,inf
