time,x,y,yaw,reward,yaw_rate,turn_radius
4.819999999999944329e+00,6.717440202872780874e-01,3.235955595243111826e-01,1.961296463978754456e+00,-2.404102757094940535e-01,2.996581035754216082e-01,inf
4.839999999999951008e+00,6.764601866433626043e-01,3.240975058808623910e-01,1.996907249087473302e+00,-1.125008698991225992e-01,4.062492750840644984e-01,inf
4.859999999999957687e+00,6.812758196680847034e-01,3.241814268571500124e-01,2.031968149563267989e+00,-1.180646148623218650e-01,4.016128209480651079e-01,inf
4.879999999999964366e+00,6.859779847238853812e-01,3.238996263671704012e-01,2.067242421968914723e+00,-5.766756004069617525e-03,4.951943699966086521e-01,inf
4.899999999999971045e+00,6.904141624160389235e-01,3.232826044752411532e-01,2.103253212954608653e+00,-1.843825842297897033e-02,4.846347846475175247e-01,inf
4.919999999999977724e+00,6.945146397777038905e-01,3.223184420641290737e-01,2.139895017884590800e+00,-1.162092798305795482e-01,5.968410665254829661e-01,inf
4.939999999999984404e+00,6.982270036539989233e-01,3.210133135402684079e-01,2.176840680902987213e+00,-1.279092548970667542e-01,6.065910457475556239e-01,inf
4.959999999999991083e+00,7.014630743513423639e-01,3.198599019480845573e-01,2.207346261947472854e+00,-1.860051056969565797e-01,6.550042547474638210e-01,inf
4.979999999999997762e+00,7.042716635617592980e-01,3.187835294912395590e-01,2.235594165426086910e+00,-1.945855571071885559e-01,6.621546309226571392e-01,inf
5.000000000000004441e+00,7.052080198533378086e-01,3.204653550064126000e-01,2.221656030978736762e+00,-4.188887081329597389e-02,5.349073923444133127e-01,inf
5.020000000000011120e+00,7.057586648666703821e-01,3.220015035786225610e-01,2.202422832555802845e+00,-3.060871518278274195e-03,5.025507262652318952e-01,inf
5.040000000000017799e+00,7.055572328343205912e-01,3.240561539275479408e-01,2.179690187256886347e+00,-1.516048417928524683e-01,3.736626318392896051e-01,inf
5.060000000000024478e+00,7.057150021112243987e-01,3.251113547400505954e-01,2.173553753402686084e+00,-7.303801175146214242e-02,4.391349902071148836e-01,inf
5.080000000000031157e+00,7.053535555808696511e-01,3.266934301025220533e-01,2.166305414411734187e+00,-1.297628401718366187e-01,3.918642998568028224e-01,inf
5.100000000000037836e+00,7.053796265669357579e-01,3.275571892596825796e-01,2.166600442174872132e+00,-2.019073377702098465e-02,5.168256114808508217e-01,inf
5.120000000000044516e+00,7.048718198453091111e-01,3.288981833784544451e-01,2.163475581952032822e+00,-1.048195168889773897e-02,4.912650402592518839e-01,inf
5.140000000000051195e+00,7.043584255332049349e-01,3.296625654312486109e-01,2.163056297016284990e+00,-1.161057091453009116e-01,5.967547576210840976e-01,inf
5.160000000000057874e+00,7.030570319021920422e-01,3.309324530708098733e-01,2.158079575526789640e+00,-5.985752951696445695e-02,5.498812745974703819e-01,inf
5.180000000000064553e+00,7.015499790357413445e-01,3.317343606459178806e-01,2.155543037369361148e+00,-1.515732470942966759e-01,6.263110392452472253e-01,inf
5.200000000000071232e+00,6.988635737984753016e-01,3.325938976238301814e-01,2.154485525154895331e+00,-1.001313609618349199e-01,5.834428008015291045e-01,inf
5.220000000000077911e+00,6.957708770811630306e-01,3.330113034194852606e-01,2.158473158281830617e+00,-1.856934439547841542e-01,6.547445366289867952e-01,inf
5.240000000000084590e+00,6.911959534999569943e-01,3.333257359608917669e-01,2.164328103869680220e+00,-1.445707369640468476e-01,6.204756141367057110e-01,inf
5.260000000000091269e+00,6.860244450175545516e-01,3.334784354501391102e-01,2.169938872296317545e+00,-2.080704839462138300e-01,6.733920699551781963e-01,inf
5.280000000000097948e+00,6.793299881542144147e-01,3.332231574168156296e-01,2.176070397336239193e+00,-1.569535502328182341e-01,6.307946251940151905e-01,inf
5.300000000000104627e+00,6.726558970813011351e-01,3.319350186649264733e-01,2.190353484516155191e+00,-2.239935666817186866e-01,6.866613055680989008e-01,inf
5.320000000000111307e+00,6.653278167260511244e-01,3.317385209698174853e-01,2.196133496575696675e+00,-1.279130435486356132e-01,6.065942029571963490e-01,inf
5.340000000000117986e+00,6.597164410663812761e-01,3.328373023887342130e-01,2.201818853118380659e+00,-1.548844320659623630e-01,6.290703600549686358e-01,inf
5.360000000000124665e+00,6.541848322775738467e-01,3.315990428172854720e-01,2.223771544100345832e+00,-1.132855219049162948e-01,5.944046015874302480e-01,inf
5.380000000000131344e+00,6.479534538553753942e-01,3.291005320762855346e-01,2.251893956569305910e+00,-1.327219360942835935e-01,6.106016134119029992e-01,inf
5.400000000000138023e+00,6.401513219032056723e-01,3.273607537650897736e-01,2.268275149405168722e+00,-4.242677383510282813e-02,5.353556448625856889e-01,inf
5.420000000000144702e+00,6.326310339621973311e-01,3.280014867561664715e-01,2.271418836156861243e+00,-5.247938101148963072e-03,4.956267182490425305e-01,inf
5.440000000000151381e+00,6.276596900006010671e-01,3.307050372697901697e-01,2.286991018446129509e+00,-4.422577384932351030e-02,4.631451884588970724e-01,inf
5.460000000000158060e+00,6.231890327055240597e-01,3.345513229618157780e-01,2.298424523057752022e+00,-1.041790801605536332e-01,4.131840998662053011e-01,inf
