seq,millis,channel,target_deg,actual_deg,error_deg
15237,1219375,CH1,112.427,103.920,8.507
15237,1219375,CH2,101.645,100.800,0.845
15237,1219375,CH3,105.535,110.160,-4.625
15237,1219375,CH4,104.231,113.040,-8.809
15237,1219375,CH5,115.371,125.040,-9.669
15237,1219375,CH6,132.289,139.920,-7.631
15238,1219455,CH1,127.571,116.640,10.931
15238,1219455,CH2,111.706,105.360,6.346
15238,1219455,CH3,106.908,106.800,0.108
15238,1219455,CH4,96.500,101.760,-5.260
15238,1219455,CH5,102.197,111.600,-9.403
15238,1219455,CH6,117.373,127.920,-10.547
15239,1219535,CH1,127.571,116.640,10.931
15239,1219535,CH2,111.706,105.360,6.346
15239,1219535,CH3,106.908,106.800,0.108
15239,1219535,CH4,96.500,101.760,-5.260
15239,1219535,CH5,102.197,111.600,-9.403
15239,1219535,CH6,117.373,127.920,-10.547
15240,1219624,CH1,139.821,130.800,9.021
15240,1219624,CH2,124.948,116.640,8.308
15240,1219624,CH3,115.311,109.680,5.631
15240,1219624,CH4,96.607,96.480,0.127
15240,1219624,CH5,94.677,98.640,-3.963
15240,1219624,CH6,103.768,113.280,-9.512
15241,1219695,CH1,144.500,139.680,4.820
15241,1219695,CH2,136.302,129.120,7.182
15241,1219695,CH3,127.441,118.800,8.641
15241,1219695,CH4,104.505,98.880,5.625
15241,1219695,CH5,95.684,94.320,1.364
15241,1219695,CH6,96.669,100.080,-3.411
15242,1219775,CH1,144.500,139.680,4.820
15242,1219775,CH2,136.302,129.120,7.182
15242,1219775,CH3,127.441,118.800,8.641
15242,1219775,CH4,104.505,98.880,5.625
15242,1219775,CH5,95.684,94.320,1.364
15242,1219775,CH6,96.669,100.080,-3.411
15243,1219855,CH1,139.821,140.880,-1.059
15243,1219855,CH2,141.428,137.040,4.388
15243,1219855,CH3,138.643,130.560,8.083
15243,1219855,CH4,117.176,108.000,9.176
15243,1219855,CH5,104.833,98.160,6.673
15243,1219855,CH6,98.787,96.720,2.067
15244,1219935,CH1,127.571,135.600,-8.029
15244,1219935,CH2,138.370,138.960,-0.590
15244,1219935,CH3,144.633,140.400,4.233
15244,1219935,CH4,129.779,120.480,9.299
15244,1219935,CH5,118.629,108.720,9.909
15244,1219935,CH6,109.314,101.760,7.554
15245,1220024,CH1,112.429,122.400,-9.971
15245,1220024,CH2,128.295,134.400,-6.105
15245,1220024,CH3,143.124,143.040,0.084
15245,1220024,CH4,137.501,132.000,5.501
15245,1220024,CH5,131.803,121.920,9.883
15245,1220024,CH6,124.227,114.000,10.227
15246,1220095,CH1,112.429,122.400,-9.971
15246,1220095,CH2,128.295,134.400,-6.105
15246,1220095,CH3,143.124,143.040,0.084
15246,1220095,CH4,137.501,132.000,5.501
15246,1220095,CH5,131.803,121.920,9.883
15246,1220095,CH6,124.227,114.000,10.227
15247,1220176,CH1,100.179,109.200,-9.021
15247,1220176,CH2,115.051,122.400,-7.348
15247,1220176,CH3,134.693,140.160,-5.467
15247,1220176,CH4,137.393,138.000,-0.607
15247,1220176,CH5,139.323,135.120,4.203
15247,1220176,CH6,137.832,128.400,9.432
15248,1220255,CH1,95.500,100.080,-4.580
15248,1220255,CH2,103.698,110.880,-7.182
15248,1220255,CH3,122.558,130.320,-7.762
15248,1220255,CH4,129.495,134.880,-5.385
15248,1220255,CH5,138.316,139.200,-0.884
15248,1220255,CH6,144.931,140.880,4.051
15249,1220335,CH1,100.179,98.880,1.299
15249,1220335,CH2,98.572,102.240,-3.668
15249,1220335,CH3,111.357,118.560,-7.203
15249,1220335,CH4,116.824,125.040,-8.216
15249,1220335,CH5,129.167,135.600,-6.433
15249,1220335,CH6,142.813,144.000,-1.187
15250,1220424,CH1,100.179,98.880,1.299
15250,1220424,CH2,98.572,102.240,-3.668
15250,1220424,CH3,111.357,118.560,-7.203
15250,1220424,CH4,116.824,125.040,-8.216
15250,1220424,CH5,129.167,135.600,-6.433
15250,1220424,CH6,142.813,144.000,-1.187
15251,1220495,CH1,112.429,103.920,8.509
15251,1220495,CH2,101.630,100.320,1.310
15251,1220495,CH3,105.367,109.200,-3.833
15251,1220495,CH4,104.221,112.320,-8.099
15251,1220495,CH5,115.371,124.320,-8.949
15251,1220495,CH6,132.286,139.680,-7.394
15252,1220575,CH1,127.571,117.120,10.451
15252,1220575,CH2,111.705,105.600,6.105
15252,1220575,CH3,106.876,106.320,0.556
15252,1220575,CH4,96.499,101.520,-5.021
15252,1220575,CH5,102.197,110.880,-8.683
15252,1220575,CH6,117.373,127.680,-10.307
15253,1220655,CH1,127.571,117.120,10.451
15253,1220655,CH2,111.705,105.600,6.105
15253,1220655,CH3,106.876,106.320,0.556
15253,1220655,CH4,96.499,101.520,-5.021
15253,1220655,CH5,102.197,110.880,-8.683
15253,1220655,CH6,117.373,127.680,-10.307
15254,1220735,CH1,139.821,130.560,9.261
15254,1220735,CH2,124.949,116.640,8.309
15254,1220735,CH3,115.307,109.680,5.627
15254,1220735,CH4,96.607,96.480,0.127
15254,1220735,CH5,94.677,98.880,-4.203
15254,1220735,CH6,103.768,112.320,-8.552
15255,1220824,CH1,144.500,139.920,4.580
15255,1220824,CH2,136.302,129.360,6.942
15255,1220824,CH3,127.442,119.760,7.682
15255,1220824,CH4,104.505,99.120,5.385
15255,1220824,CH5,95.684,94.560,1.124
15255,1220824,CH6,96.669,99.600,-2.931
15256,1220895,CH1,139.821,141.120,-1.299
15256,1220895,CH2,141.428,137.520,3.908
15256,1220895,CH3,138.643,130.800,7.843
15256,1220895,CH4,117.176,108.720,8.456
15256,1220895,CH5,104.833,98.160,6.673
15256,1220895,CH6,98.787,96.720,2.067
15257,1220975,CH1,139.821,141.120,-1.299
15257,1220975,CH2,141.428,137.520,3.908
15257,1220975,CH3,138.643,130.800,7.843
15257,1220975,CH4,117.176,108.720,8.456
15257,1220975,CH5,104.833,98.160,6.673
15257,1220975,CH6,98.787,96.720,2.067
15258,1221055,CH1,127.571,135.840,-8.269
15258,1221055,CH2,138.370,139.200,-0.830
15258,1221055,CH3,144.633,140.640,3.993
15258,1221055,CH4,129.779,120.480,9.299
15258,1221055,CH5,118.629,108.960,9.669
15258,1221055,CH6,109.314,101.760,7.554
15259,1221135,CH1,112.429,122.400,-9.971
15259,1221135,CH2,128.295,134.400,-6.105
15259,1221135,CH3,143.124,143.040,0.084
15259,1221135,CH4,137.501,131.760,5.741
15259,1221135,CH5,131.803,122.160,9.643
15259,1221135,CH6,124.227,114.000,10.227
15260,1221224,CH1,112.429,122.400,-9.971
15260,1221224,CH2,128.295,134.400,-6.105
15260,1221224,CH3,143.124,143.040,0.084
15260,1221224,CH4,137.501,131.760,5.741
15260,1221224,CH5,131.803,122.160,9.643
15260,1221224,CH6,124.227,114.000,10.227
15261,1221295,CH1,100.179,108.480,-8.301
15261,1221295,CH2,115.051,122.640,-7.589
15261,1221295,CH3,134.693,143.040,0.084
15261,1221295,CH4,137.393,137.040,0.353
15261,1221295,CH5,139.323,136.080,3.243
15261,1221295,CH6,137.832,128.880,8.952
15262,1221375,CH1,95.500,99.600,-4.100
15262,1221375,CH2,103.698,110.640,-6.942
15262,1221375,CH3,122.558,130.080,-7.522
15262,1221375,CH4,129.495,134.880,-5.385
15262,1221375,CH5,138.316,138.240,0.076
15262,1221375,CH6,144.931,140.880,4.051
15263,1221455,CH1,100.179,98.400,1.779
15263,1221455,CH2,98.572,101.760,-3.188
15263,1221455,CH3,111.357,118.560,-7.203
15263,1221455,CH4,116.824,125.040,-8.216
15263,1221455,CH5,129.167,135.360,-6.193
15263,1221455,CH6,142.813,144.000,-1.187
15264,1221535,CH1,100.179,98.400,1.779
15264,1221535,CH2,98.572,101.760,-3.188
15264,1221535,CH3,111.357,118.560,-7.203
15264,1221535,CH4,116.824,125.040,-8.216
15264,1221535,CH5,129.167,135.360,-6.193
15264,1221535,CH6,142.813,144.000,-1.187
15265,1221624,CH1,112.429,103.680,8.749
15265,1221624,CH2,101.630,100.320,1.310
15265,1221624,CH3,105.367,109.440,-4.073
15265,1221624,CH4,104.221,112.320,-8.099
15265,1221624,CH5,115.371,124.320,-8.949
15265,1221624,CH6,132.286,140.160,-7.874
15266,1221695,CH1,127.571,117.360,10.211
15266,1221695,CH2,111.705,105.360,6.345
15266,1221695,CH3,106.876,106.560,0.316
15266,1221695,CH4,96.499,101.760,-5.261
15266,1221695,CH5,102.197,111.120,-8.923
15266,1221695,CH6,117.373,127.920,-10.547
15267,1221775,CH1,127.571,117.360,10.211
15267,1221775,CH2,111.705,105.360,6.345
15267,1221775,CH3,106.876,106.560,0.316
15267,1221775,CH4,96.499,101.760,-5.261
15267,1221775,CH5,102.197,111.120,-8.923
15267,1221775,CH6,117.373,127.920,-10.547
15268,1221855,CH1,139.821,130.560,9.261
15268,1221855,CH2,124.949,116.880,8.069
15268,1221855,CH3,115.308,109.680,5.628
15268,1221855,CH4,96.607,96.480,0.127
15268,1221855,CH5,94.677,98.160,-3.483
15268,1221855,CH6,103.768,112.560,-8.792
15269,1221935,CH1,144.500,140.160,4.340
15269,1221935,CH2,136.302,128.400,7.902
15269,1221935,CH3,127.442,119.040,8.402
15269,1221935,CH4,104.505,99.120,5.385
15269,1221935,CH5,95.684,93.840,1.844
15269,1221935,CH6,96.669,100.080,-3.411
15270,1222024,CH1,139.821,141.120,-1.299
15270,1222024,CH2,141.428,136.800,4.628
15270,1222024,CH3,138.643,130.320,8.323
15270,1222024,CH4,117.176,108.480,8.696
15270,1222024,CH5,104.833,97.680,7.153
15270,1222024,CH6,98.787,97.200,1.587
15271,1222095,CH1,139.821,141.120,-1.299
15271,1222095,CH2,141.428,136.800,4.628
15271,1222095,CH3,138.643,130.320,8.323
15271,1222095,CH4,117.176,108.480,8.696
15271,1222095,CH5,104.833,97.680,7.153
15271,1222095,CH6,98.787,97.200,1.587
15272,1222176,CH1,127.571,135.600,-8.029
15272,1222176,CH2,138.370,139.200,-0.830
15272,1222176,CH3,144.633,140.400,4.233
15272,1222176,CH4,129.779,120.480,9.299
15272,1222176,CH5,118.629,108.720,9.909
15272,1222176,CH6,109.314,101.760,7.554
15273,1222255,CH1,112.429,122.160,-9.731
15273,1222255,CH2,128.295,134.400,-6.105
15273,1222255,CH3,143.124,143.280,-0.156
15273,1222255,CH4,137.501,131.760,5.741
15273,1222255,CH5,131.803,123.120,8.683
15273,1222255,CH6,124.227,114.000,10.227
15274,1222335,CH1,100.179,108.720,-8.541
15274,1222335,CH2,115.051,122.880,-7.829
15274,1222335,CH3,134.693,139.680,-4.987
15274,1222335,CH4,137.393,138.000,-0.607
15274,1222335,CH5,139.323,135.840,3.483
15274,1222335,CH6,137.832,128.400,9.432
15275,1222424,CH1,100.179,108.720,-8.541
15275,1222424,CH2,115.051,122.880,-7.829
15275,1222424,CH3,134.693,139.680,-4.987
15275,1222424,CH4,137.393,138.000,-0.607
15275,1222424,CH5,139.323,135.840,3.483
15275,1222424,CH6,137.832,128.400,9.432
