seq,millis,channel,target_deg,actual_deg,error_deg
8441,675699,CH1,126.105,117.360,8.745
8441,675699,CH2,121.988,119.760,2.228
8441,675699,CH3,122.364,125.520,-3.156
8441,675699,CH4,105.462,113.040,-7.578
8441,675699,CH5,117.088,127.440,-10.352
8441,675699,CH6,127.456,136.560,-9.104
8442,675779,CH1,126.105,117.360,8.745
8442,675779,CH2,121.988,119.760,2.228
8442,675779,CH3,122.364,125.520,-3.156
8442,675779,CH4,105.462,113.040,-7.578
8442,675779,CH5,117.088,127.440,-10.352
8442,675779,CH6,127.456,136.560,-9.104
8443,675859,CH1,141.246,130.320,10.926
8443,675859,CH2,132.845,126.720,6.125
8443,675859,CH3,126.509,124.560,1.949
8443,675859,CH4,101.885,103.680,-1.795
8443,675859,CH5,106.069,112.800,-6.731
8443,675859,CH6,112.351,122.640,-10.289
8444,675939,CH1,153.496,144.720,8.776
8444,675939,CH2,146.132,138.240,7.892
8444,675939,CH3,136.707,130.080,6.627
8444,675939,CH4,106.514,102.960,3.554
8444,675939,CH5,102.433,102.000,0.433
8444,675939,CH6,100.748,107.280,-6.532
8445,676028,CH1,153.496,144.720,8.776
8445,676028,CH2,146.132,138.240,7.892
8445,676028,CH3,136.707,130.080,6.627
8445,676028,CH4,106.514,102.960,3.554
8445,676028,CH5,102.433,102.000,0.433
8445,676028,CH6,100.748,107.280,-6.532
8446,676099,CH1,158.175,153.120,5.055
8446,676099,CH2,156.772,149.040,7.732
8446,676099,CH3,149.063,140.640,8.423
8446,676099,CH4,117.580,109.200,8.380
8446,676099,CH5,107.570,102.960,4.610
8446,676099,CH6,97.079,97.440,-0.361
8447,676179,CH1,153.496,154.800,-1.304
8447,676179,CH2,160.703,157.680,3.023
8447,676179,CH3,158.857,151.680,7.177
8447,676179,CH4,130.856,122.160,8.696
8447,676179,CH5,119.515,111.360,8.155
8447,676179,CH6,102.745,98.880,3.865
8448,676259,CH1,141.246,149.280,-8.034
8448,676259,CH2,156.421,158.880,-2.459
8448,676259,CH3,162.349,159.120,3.229
8448,676259,CH4,141.271,134.400,6.871
8448,676259,CH5,133.708,123.600,10.108
8448,676259,CH6,115.583,107.280,8.303
8449,676339,CH1,141.246,149.280,-8.034
8449,676339,CH2,156.421,158.880,-2.459
8449,676339,CH3,162.349,159.120,3.229
8449,676339,CH4,141.271,134.400,6.871
8449,676339,CH5,133.708,123.600,10.108
8449,676339,CH6,115.583,107.280,8.303
8450,676428,CH1,126.104,136.560,-10.456
8450,676428,CH2,145.564,152.160,-6.596
8450,676428,CH3,158.204,160.320,-2.116
8450,676428,CH4,144.848,142.320,2.528
8450,676428,CH5,144.727,137.520,7.207
8450,676428,CH6,130.688,121.680,9.008
8451,676499,CH1,113.854,122.400,-8.546
8451,676499,CH2,132.278,140.640,-8.362
8451,676499,CH3,148.006,155.280,-7.274
8451,676499,CH4,140.219,143.520,-3.301
8451,676499,CH5,148.363,147.840,0.523
8451,676499,CH6,142.291,135.600,6.691
8452,676579,CH1,113.854,122.400,-8.546
8452,676579,CH2,132.278,140.640,-8.362
8452,676579,CH3,148.006,155.280,-7.274
8452,676579,CH4,140.219,143.520,-3.301
8452,676579,CH5,148.363,147.840,0.523
8452,676579,CH6,142.291,135.600,6.691
8453,676659,CH1,109.175,114.720,-5.545
