seq,millis,channel,target_deg,actual_deg,error_deg
46433,3715205,CH1,95.500,100.080,-4.580
46433,3715205,CH2,104.243,99.120,5.123
46433,3715205,CH3,124.143,114.720,9.423
46433,3715205,CH4,130.196,118.800,11.396
46433,3715205,CH5,139.269,131.280,7.989
46433,3715205,CH6,142.923,141.360,1.563
46434,3715276,CH1,95.500,100.080,-4.580
46434,3715276,CH2,104.243,99.120,5.123
46434,3715276,CH3,124.143,114.720,9.423
46434,3715276,CH4,130.196,118.800,11.396
46434,3715276,CH5,139.269,131.280,7.989
46434,3715276,CH6,142.923,141.360,1.563
46435,3715356,CH1,100.179,97.920,2.259
46435,3715356,CH2,115.850,107.040,8.810
46435,3715356,CH3,136.051,126.000,10.051
46435,3715356,CH4,137.653,130.800,6.853
46435,3715356,CH5,138.397,137.040,1.357
46435,3715356,CH6,132.511,139.440,-6.929
46436,3715436,CH1,112.429,102.960,9.469
46436,3715436,CH2,129.042,119.280,9.762
46436,3715436,CH3,143.739,136.800,6.939
46436,3715436,CH4,137.221,135.840,1.381
46436,3715436,CH5,129.352,135.360,-6.008
46436,3715436,CH6,117.625,128.880,-11.255
46437,3715516,CH1,127.571,114.720,12.851
46437,3715516,CH2,138.781,132.240,6.541
46437,3715516,CH3,144.269,143.280,0.989
46437,3715516,CH4,129.065,134.880,-5.814
46437,3715516,CH5,115.589,126.000,-10.411
46437,3715516,CH6,103.952,116.640,-12.688
46438,3715605,CH1,127.571,114.720,12.851
46438,3715605,CH2,138.781,132.240,6.541
46438,3715605,CH3,144.269,143.280,0.989
46438,3715605,CH4,129.065,134.880,-5.814
46438,3715605,CH5,115.589,126.000,-10.411
46438,3715605,CH6,103.952,116.640,-12.688
46439,3715676,CH1,139.821,128.880,10.941
46439,3715676,CH2,141.346,140.400,0.946
46439,3715676,CH3,137.438,142.080,-4.642
46439,3715676,CH4,116.301,125.760,-9.459
46439,3715676,CH5,102.365,113.520,-11.155
46439,3715676,CH6,96.715,104.160,-7.445
46440,3715756,CH1,144.500,139.440,5.060
46440,3715756,CH2,135.757,140.640,-4.883
46440,3715756,CH3,125.857,135.600,-9.743
46440,3715756,CH4,103.804,114.720,-10.916
46440,3715756,CH5,94.731,102.000,-7.269
46440,3715756,CH6,98.677,99.120,-0.443
46441,3715836,CH1,144.500,139.440,5.060
46441,3715836,CH2,135.757,140.640,-4.883
46441,3715836,CH3,125.857,135.600,-9.743
46441,3715836,CH4,103.804,114.720,-10.916
46441,3715836,CH5,94.731,102.000,-7.269
46441,3715836,CH6,98.677,99.120,-0.443
46442,3715916,CH1,139.821,141.840,-2.019
46442,3715916,CH2,124.150,132.960,-8.810
46442,3715916,CH3,113.949,123.840,-9.891
46442,3715916,CH4,96.347,103.440,-7.093
46442,3715916,CH5,95.603,96.480,-0.877
46442,3715916,CH6,109.089,102.000,7.089
46443,3716005,CH1,127.571,136.800,-9.229
46443,3716005,CH2,110.958,120.240,-9.282
46443,3716005,CH3,106.261,112.560,-6.299
46443,3716005,CH4,96.779,97.200,-0.421
46443,3716005,CH5,104.648,98.400,6.248
46443,3716005,CH6,123.975,112.560,11.415
46444,3716076,CH1,112.429,124.560,-12.131
46444,3716076,CH2,101.219,107.520,-6.301
46444,3716076,CH3,105.731,106.080,-0.349
46444,3716076,CH4,104.935,98.640,6.295
46444,3716076,CH5,118.411,107.520,10.891
46444,3716076,CH6,137.648,125.520,12.128
46445,3716156,CH1,112.429,124.560,-12.131
46445,3716156,CH2,101.219,107.520,-6.301
46445,3716156,CH3,105.731,106.080,-0.349
46445,3716156,CH4,104.935,98.640,6.295
46445,3716156,CH5,118.411,107.520,10.891
46445,3716156,CH6,137.648,125.520,12.128
46446,3716236,CH1,100.179,110.400,-10.221
46446,3716236,CH2,98.654,99.120,-0.466
46446,3716236,CH3,112.562,107.760,4.802
46446,3716236,CH4,117.699,108.000,9.699
46446,3716236,CH5,131.635,119.760,11.875
46446,3716236,CH6,144.885,136.800,8.085
46447,3716316,CH1,95.500,100.080,-4.580
46447,3716316,CH2,104.243,99.120,5.123
46447,3716316,CH3,124.143,114.720,9.423
46447,3716316,CH4,130.196,119.040,11.156
46447,3716316,CH5,139.269,131.040,8.229
46447,3716316,CH6,142.923,141.360,1.563
46448,3716405,CH1,95.500,100.080,-4.580
46448,3716405,CH2,104.243,99.120,5.123
46448,3716405,CH3,124.143,114.720,9.423
46448,3716405,CH4,130.196,119.040,11.156
46448,3716405,CH5,139.269,131.040,8.229
46448,3716405,CH6,142.923,141.360,1.563
46449,3716476,CH1,100.179,97.920,2.259
46449,3716476,CH2,115.850,107.040,8.810
46449,3716476,CH3,136.051,125.760,10.291
46449,3716476,CH4,137.653,130.080,7.573
46449,3716476,CH5,138.397,137.760,0.637
46449,3716476,CH6,132.511,139.680,-7.169
46450,3716556,CH1,112.429,102.960,9.469
46450,3716556,CH2,129.042,119.520,9.522
46450,3716556,CH3,143.739,137.760,5.979
46450,3716556,CH4,137.221,136.080,1.141
46450,3716556,CH5,129.352,135.360,-6.008
46450,3716556,CH6,117.625,128.640,-11.015
46451,3716636,CH1,127.571,114.720,12.851
46451,3716636,CH2,138.781,132.240,6.541
46451,3716636,CH3,144.269,143.280,0.989
46451,3716636,CH4,129.065,134.880,-5.814
46451,3716636,CH5,115.589,126.000,-10.411
46451,3716636,CH6,103.952,117.360,-13.408
46452,3716716,CH1,127.571,114.720,12.851
46452,3716716,CH2,138.781,132.240,6.541
46452,3716716,CH3,144.269,143.280,0.989
46452,3716716,CH4,129.065,134.880,-5.814
46452,3716716,CH5,115.589,126.000,-10.411
46452,3716716,CH6,103.952,117.360,-13.408
46453,3716805,CH1,139.821,129.360,10.461
46453,3716805,CH2,141.346,140.160,1.186
46453,3716805,CH3,137.438,142.080,-4.642
46453,3716805,CH4,116.301,125.520,-9.219
46453,3716805,CH5,102.365,113.520,-11.155
46453,3716805,CH6,96.715,104.160,-7.445
46454,3716876,CH1,144.500,140.160,4.340
46454,3716876,CH2,135.757,140.640,-4.883
46454,3716876,CH3,125.857,135.120,-9.263
46454,3716876,CH4,103.804,114.000,-10.196
46454,3716876,CH5,94.731,102.000,-7.269
46454,3716876,CH6,98.677,99.360,-0.683
46455,3716956,CH1,144.500,140.160,4.340
46455,3716956,CH2,135.757,140.640,-4.883
46455,3716956,CH3,125.857,135.120,-9.263
46455,3716956,CH4,103.804,114.000,-10.196
46455,3716956,CH5,94.731,102.000,-7.269
46455,3716956,CH6,98.677,99.360,-0.683
46456,3717036,CH1,139.821,141.840,-2.019
46456,3717036,CH2,124.150,132.720,-8.570
46456,3717036,CH3,113.949,123.840,-9.891
46456,3717036,CH4,96.347,102.960,-6.613
46456,3717036,CH5,95.603,96.480,-0.877
46456,3717036,CH6,109.089,102.240,6.849
46457,3717116,CH1,127.571,136.560,-8.989
46457,3717116,CH2,110.958,120.000,-9.042
46457,3717116,CH3,106.261,112.080,-5.819
46457,3717116,CH4,96.779,96.960,-0.181
46457,3717116,CH5,104.648,97.920,6.728
46457,3717116,CH6,123.975,112.320,11.655
46458,3717205,CH1,112.429,124.560,-12.131
46458,3717205,CH2,101.219,107.520,-6.301
46458,3717205,CH3,105.731,105.600,0.131
46458,3717205,CH4,104.935,99.120,5.815
46458,3717205,CH5,118.411,107.280,11.131
46458,3717205,CH6,137.648,124.800,12.848
46459,3717276,CH1,112.429,124.560,-12.131
46459,3717276,CH2,101.219,107.520,-6.301
46459,3717276,CH3,105.731,105.600,0.131
46459,3717276,CH4,104.935,99.120,5.815
46459,3717276,CH5,118.411,107.280,11.131
46459,3717276,CH6,137.648,124.800,12.848
46460,3717356,CH1,100.179,110.400,-10.221
46460,3717356,CH2,98.654,99.120,-0.466
46460,3717356,CH3,112.562,107.760,4.802
46460,3717356,CH4,117.699,107.760,9.939
46460,3717356,CH5,131.635,119.280,12.355
46460,3717356,CH6,144.885,136.560,8.325
46461,3717436,CH1,95.500,100.080,-4.580
46461,3717436,CH2,104.243,99.120,5.123
46461,3717436,CH3,124.143,114.720,9.423
46461,3717436,CH4,130.196,119.520,10.676
46461,3717436,CH5,139.269,130.560,8.709
46461,3717436,CH6,142.923,141.120,1.803
46462,3717516,CH1,100.179,97.680,2.499
46462,3717516,CH2,115.850,107.280,8.570
46462,3717516,CH3,136.051,125.760,10.291
