time,x,y,yaw,reward,velocity_x,velocity_y,steady_state,frequency,phase_lag_1,phase_lag_2,phase_lag_3,phase_lag_4,phase_lag_5
2.000000000000001082e-02,5.999869100314149106e-01,-1.474751868580759240e-03,1.732944327877174173e-02,0.000000000000000000e+00,-2.333606218197828083e-03,-1.315113302274472373e-01,0.000000000000000000e+00,1.124909520149230957e+00,6.776899099349975586e-01,6.532053351402282715e-01,6.370925903320312500e-01,6.413960456848144531e-01,6.416363120079040527e-01
4.000000000000002859e-02,5.998741152754065720e-01,-4.555605503483384222e-03,5.646986481661329937e-02,0.000000000000000000e+00,-5.651306076482444547e-03,-1.456887318585826097e-01,0.000000000000000000e+00,1.165471553802490234e+00,5.687679648399353027e-01,7.780402898788452148e-01,6.810314655303955078e-01,5.387212038040161133e-01,5.647539496421813965e-01
6.000000000000004635e-02,5.996577158673005448e-01,-7.352034986807420847e-03,9.776990907785000628e-02,0.000000000000000000e+00,-7.622747474906828302e-03,-1.342656421314465109e-01,0.000000000000000000e+00,1.164580583572387695e+00,5.648064613342285156e-01,7.830908894538879395e-01,6.844685673713684082e-01,5.338831543922424316e-01,5.616787075996398926e-01
8.000000000000005718e-02,5.994489091131809388e-01,-8.854079799198555367e-03,1.284420371890972468e-01,0.000000000000000000e+00,-7.903069867944026092e-03,-1.103676207250767483e-01,0.000000000000000000e+00,1.147940516471862793e+00,5.870458483695983887e-01,7.626523971557617188e-01,6.773202419281005859e-01,5.475373268127441406e-01,5.748600959777832031e-01
1.000000000000000749e-01,5.993141087792198674e-01,-9.008476596897629918e-03,1.456610169384321418e-01,0.000000000000000000e+00,-7.305440379919708391e-03,-8.459007684663218118e-02,0.000000000000000000e+00,1.105534434318542480e+00,6.558489203453063965e-01,6.884698867797851562e-01,6.505355834960937500e-01,6.101864576339721680e-01,6.174063682556152344e-01
1.200000000000000927e-01,5.992380454811097046e-01,-8.327840548290221800e-03,1.536474226570051504e-01,0.000000000000000000e+00,-6.608481851381665072e-03,-6.310162671836218318e-02,0.000000000000000000e+00,1.075472354888916016e+00,7.207527756690979004e-01,6.100240349769592285e-01,6.239342689514160156e-01,6.825881600379943848e-01,6.625981330871582031e-01
1.400000000000000966e-01,5.991726761170036442e-01,-7.399527176045361809e-03,1.585276864654604767e-01,0.000000000000000000e+00,-6.200676469624862887e-03,-4.754397351289123969e-02,0.000000000000000000e+00,1.072737932205200195e+00,7.372434735298156738e-01,5.835730433464050293e-01,6.188495755195617676e-01,7.035813927650451660e-01,6.819587945938110352e-01
1.600000000000001144e-01,5.990780988258870288e-01,-6.540223046491044911e-03,1.642854946311728126e-01,0.000000000000000000e+00,-6.155476844103155432e-03,-3.654594933228683118e-02,0.000000000000000000e+00,1.079043030738830566e+00,7.333726286888122559e-01,5.861470103263854980e-01,6.219698190689086914e-01,6.987642645835876465e-01,6.823849678039550781e-01
1.800000000000001321e-01,5.989377758183025424e-01,-5.727576780366339104e-03,1.713241316442102036e-01,0.000000000000000000e+00,-6.373786694413339539e-03,-2.772201027775064719e-02,0.000000000000000000e+00,1.082816004753112793e+00,7.278910279273986816e-01,5.929582118988037109e-01,6.256717443466186523e-01,6.916763782501220703e-01,6.790196299552917480e-01
2.000000000000001499e-01,5.987596951444151827e-01,-4.735595388548397011e-03,1.773808385315611413e-01,0.000000000000000000e+00,-6.681159155340281319e-03,-1.910532899649466931e-02,0.000000000000000000e+00,1.079056501388549805e+00,7.334162592887878418e-01,5.850879549980163574e-01,6.250076889991760254e-01,6.985778808593750000e-01,6.843819618225097656e-01
2.200000000000001676e-01,5.985711552031878213e-01,-3.322468204170314632e-03,1.794478954377273505e-01,0.000000000000000000e+00,-6.900740567354226793e-03,-9.737906534484043128e-03,0.000000000000000000e+00,1.071058869361877441e+00,7.481076717376708984e-01,5.619722604751586914e-01,6.207516193389892578e-01,7.186147570610046387e-01,7.003619670867919922e-01
2.400000000000001854e-01,5.984070415049075331e-01,-1.359939297637169364e-03,1.753408717103929204e-01,0.000000000000000000e+00,-6.914019652944188715e-03,4.169156152960459545e-04,0.000000000000000000e+00,1.065032720565795898e+00,7.612289190292358398e-01,5.356618762016296387e-01,6.175206899642944336e-01,7.397173047065734863e-01,7.208349108695983887e-01
2.600000000000001754e-01,5.982967874944508102e-01,1.136845115671303308e-03,1.642674588609528974e-01,0.000000000000000000e+00,-6.675378815691133602e-03,1.088614133168909308e-02,0.000000000000000000e+00,1.062560796737670898e+00,7.685885429382324219e-01,5.162177085876464844e-01,6.164612770080566406e-01,7.541454434394836426e-01,7.374726533889770508e-01
