video_name,direction,command_type,command_value,command_unit,fps,frame_count,duration_s,px_per_m,detected_frame_count,detection_rate,fit_kind,measured_radius_m,measured_yaw_rate_rad_s,measured_yaw_rate_abs_rad_s,commanded_metric,commanded_value,measured_value,error,abs_error,percent_error,circle_rmse_m,arc_angle_deg,path_length_px,path_length_m,net_displacement_px,net_displacement_m,straight_speed_m_s,straight_speed_source,straight_tracked_net_speed_m_s,straight_tracked_path_speed_m_s,straight_fit_x_slope_px_s,straight_fit_y_slope_px_s,straight_measurement_start_s,straight_measurement_requested_start_s,straight_measurement_seconds,straight_measurement_end_s,straight_measurement_frame_count,metric_start_s,metric_end_s,turn_trim_last_seconds,turn_start_seconds
right_y07_2.mp4,right,yaw_rate,0.7,rad/s,30.0,1667,55.56666666666667,269.2105609870623,1667,1.0,circle,0.25363922807547035,0.5828103355592662,0.5828103355592662,yaw_rate_abs_rad_s,0.7,0.5828103355592662,-0.11718966444073375,0.11718966444073375,-16.741380634390538,0.074454199529883,1723.5841976221634,4538.6407892472,16.85907407423484,77.22822130860072,0.2868692113171301,,,,,,,,,,,,0.0,53.56666666666667,2.0,0.0
