timesteps,mean_reward,ci95_low,ci95_high,run01,run02,run03,run04,run05,run06,run07,run08,run09,run10
5.000000000000000000e+03,-3.192919908600000554e+02,-3.223462682999999629e+02,-3.162595476089999806e+02,-3.199431543999999690e+02,-3.259888788000000091e+02,-3.154814737999999466e+02,-3.130324085999999397e+02,-3.116864100000000235e+02,-3.190141310000000203e+02,-3.164185286000000588e+02,-3.220616638000000194e+02,-3.223192659999999705e+02,-3.269739936000000284e+02
1.000000000000000000e+04,-2.934160433999999782e+02,-3.000286880474999975e+02,-2.866991256599999929e+02,-2.951413329999999746e+02,-3.113901670000000195e+02,-2.852398719999999912e+02,-2.895705750000000194e+02,-2.721977999999999724e+02,-2.909726929999999925e+02,-2.944218490000000088e+02,-3.056992030000000113e+02,-2.858264859999999885e+02,-3.037004559999999742e+02
1.500000000000000000e+04,-2.554561196000000223e+02,-2.661173884175000239e+02,-2.441144096474999969e+02,-2.559090329999999938e+02,-2.858982250000000249e+02,-2.426053019999999947e+02,-2.628708480000000236e+02,-2.194470769999999789e+02,-2.475143779999999936e+02,-2.626090500000000247e+02,-2.744178319999999758e+02,-2.386682629999999676e+02,-2.646211880000000178e+02
2.000000000000000000e+04,-1.906516976000000341e+02,-2.074562662075000219e+02,-1.722201447049999956e+02,-2.015615779999999972e+02,-2.414436110000000042e+02,-1.822963210000000061e+02,-1.916888840000000016e+02,-1.254418730000000153e+02,-1.832636489999999867e+02,-2.053030490000000157e+02,-2.061891669999999976e+02,-1.660857340000000022e+02,-2.032431100000000015e+02
2.500000000000000000e+04,-8.866308019999999601e+01,-1.149445864750000084e+02,-6.362588952000001541e+01,-1.129845800000000082e+02,-1.742645170000000121e+02,-5.731096300000000099e+01,-1.033793619999999862e+02,-1.966093599999999952e+01,-4.799899899999999775e+01,-1.078124919999999918e+02,-7.869116599999999551e+01,-6.393499699999999564e+01,-1.205927899999999937e+02
3.000000000000000000e+04,-5.459632779999999741e+01,-6.784650249749999773e+01,-4.126995407500000113e+01,-6.503515799999999558e+01,-7.181579700000000344e+01,-8.720205599999999890e+01,-3.320284000000000191e+01,-8.226513300000000584e+01,-4.852295000000000158e+01,-5.941414300000000281e+01,-4.475883000000000322e+01,-3.368453699999999884e+01,-2.006183400000000105e+01
3.500000000000000000e+04,-7.207361149999999839e+01,-9.369044508000000349e+01,-4.946785395250001471e+01,-9.889397999999999911e+00,-2.353491999999999962e+01,-1.156445429999999988e+02,-4.002013600000000082e+01,-9.150033100000000275e+01,-8.746071299999999837e+01,-5.514026299999999026e+01,-9.758798299999999415e+01,-7.932263500000000533e+01,-1.206351930000000010e+02
4.000000000000000000e+04,-7.810323889999999381e+01,-9.307226396500000476e+01,-6.218392998250000403e+01,-2.711158699999999655e+01,-5.303199800000000153e+01,-1.042103029999999961e+02,-5.662062699999999893e+01,-9.740698000000000434e+01,-7.524739099999999326e+01,-8.035405900000000656e+01,-8.715603600000000029e+01,-8.322587900000000616e+01,-1.166675290000000160e+02
4.500000000000000000e+04,-7.902189549999999940e+01,-9.222649244750002140e+01,-6.704966196249999655e+01,-5.981709600000000648e+01,-5.059455400000000225e+01,-8.846293000000000006e+01,-5.962463300000000288e+01,-1.075184660000000179e+02,-7.326711000000000240e+01,-6.672536999999999807e+01,-8.032972800000000291e+01,-8.706678999999999746e+01,-1.168122780000000205e+02
5.000000000000000000e+04,-8.836965069999999400e+01,-9.889507071750000478e+01,-7.675604425750000814e+01,-8.238889799999999752e+01,-6.833198000000000150e+01,-9.934904500000000382e+01,-4.956535699999999878e+01,-1.068411129999999929e+02,-9.550855300000000625e+01,-8.876362199999999802e+01,-8.764423399999999731e+01,-9.036539500000000658e+01,-1.149383100000000013e+02
