timesteps,mean_reward,ci95_low,ci95_high,run01,run02,run03,run04,run05,run06,run07,run08,run09,run10
5.000000000000000000e+03,-3.198833796200000279e+02,-3.220140834999999697e+02,-3.177646063400000571e+02,-3.235590042000000039e+02,-3.180636842000000115e+02,-3.223812207999999941e+02,-3.170809343999999896e+02,-3.194326494000000025e+02,-3.141824497999999721e+02,-3.170479598000000010e+02,-3.235148590000000013e+02,-3.255843178000000080e+02,-3.179867167999999538e+02
1.000000000000000000e+04,-2.930020144999999729e+02,-2.985986728800000378e+02,-2.866967874075000395e+02,-3.037213600000000042e+02,-2.879618439999999850e+02,-3.045244010000000117e+02,-2.926939419999999927e+02,-2.901367309999999975e+02,-2.721081179999999904e+02,-2.821566659999999729e+02,-3.007562229999999772e+02,-2.988780699999999797e+02,-2.970827899999999886e+02
1.500000000000000000e+04,-2.607239382000000205e+02,-2.721064346975000490e+02,-2.483096782325000333e+02,-2.761617249999999899e+02,-2.416480990000000020e+02,-2.691523980000000051e+02,-2.660170059999999808e+02,-2.936826100000000110e+02,-2.187350869999999645e+02,-2.505685290000000407e+02,-2.646358349999999859e+02,-2.662271359999999731e+02,-2.604109569999999962e+02
2.000000000000000000e+04,-1.947320382999999993e+02,-2.178417223600000341e+02,-1.697359123324999928e+02,-2.344725569999999948e+02,-1.665184319999999900e+02,-1.863689239999999927e+02,-2.538127330000000370e+02,-1.895920639999999935e+02,-1.086439979999999821e+02,-1.690373140000000092e+02,-1.986125429999999881e+02,-2.224079279999999983e+02,-2.178538900000000069e+02
2.500000000000000000e+04,-1.020439161000000041e+02,-1.290693241324999860e+02,-7.247609813500001508e+01,-1.501046540000000107e+02,-7.117912499999999909e+01,-1.232923090000000030e+02,-1.679633800000000008e+02,-1.012734700000000032e+02,-1.530105399999999882e+01,-3.462316200000000066e+01,-1.074205619999999897e+02,-1.252706929999999801e+02,-1.240107519999999965e+02
3.000000000000000000e+04,-3.729561809999999866e+01,-5.133365031750000185e+01,-2.567626109750000296e+01,-5.465422099999999261e+01,-1.909602599999999839e+01,-3.487704699999999747e+01,-8.393621500000000424e+01,-2.441000599999999920e+01,-6.023738999999999066e+01,-2.384763699999999886e+01,-2.788482000000000127e+01,-2.195864200000000110e+01,-2.205417699999999925e+01
3.500000000000000000e+04,-5.397215370000001400e+01,-6.612509765249998850e+01,-4.168114888750000091e+01,-2.322415700000000172e+01,-4.857091900000000351e+01,-6.983118100000000084e+01,-3.412082399999999893e+01,-8.316836700000000349e+01,-7.854233600000000592e+01,-6.146298500000000331e+01,-3.004433200000000426e+01,-4.463359599999999716e+01,-6.612283999999999651e+01
4.000000000000000000e+04,-7.545157850000001076e+01,-8.473670343749999745e+01,-6.716517801250002151e+01,-6.291918700000000086e+01,-7.121561599999999714e+01,-6.751481200000000626e+01,-8.847648900000000083e+01,-7.652059300000000519e+01,-9.641805600000000709e+01,-6.469991100000000017e+01,-5.623444600000000548e+01,-6.985292300000000409e+01,-1.006637520000000023e+02
4.500000000000000000e+04,-7.852577250000000220e+01,-8.635467183499999066e+01,-7.091273844750000421e+01,-7.658266299999999660e+01,-7.303638300000000072e+01,-9.928293999999999642e+01,-8.714563099999999451e+01,-7.934076299999999549e+01,-7.590104200000000390e+01,-5.861091499999999854e+01,-6.373394700000000057e+01,-7.331532599999999888e+01,-9.830811500000000080e+01
5.000000000000000000e+04,-7.795711429999998643e+01,-8.552887905749997799e+01,-7.019376214999999775e+01,-7.926011900000000310e+01,-7.735932699999999329e+01,-1.029167050000000074e+02,-9.058799999999999386e+01,-5.143823899999999583e+01,-7.429027600000000575e+01,-7.212396599999999580e+01,-7.930517899999999543e+01,-7.275131199999999865e+01,-7.953802000000000305e+01
