timesteps,mean_reward,ci95_low,ci95_high,run01,run02,run03,run04,run05,run06,run07,run08,run09,run10,run11,run12,run13,run14,run15,run16,run17,run18,run19,run20,run21,run22,run23,run24,run25,run26,run27,run28,run29,run30,run31,run32,run33,run34,run35,run36,run37,run38,run39,run40,run41,run42,run43,run44,run45,run46,run47,run48,run49,run50
1.050000000000000000e+05,2.815614897879999035e+02,2.472915821184999743e+02,3.136375436577999380e+02,5.013667500000000388e+01,5.050536499999999762e+01,4.703577179999999913e+01,5.061505859999999757e+01,5.311957240000000269e+01,4.816454619999999665e+01,4.907352499999999651e+01,5.075599300000000369e+01,4.462324060000000259e+01,4.884697160000000338e+01,3.528450558000000115e+02,3.712585861999999679e+02,2.583661688000000822e+02,3.359754328000000214e+02,3.098838018000000147e+02,3.139686350000000061e+02,3.476275511999999708e+02,3.487407565999999974e+02,3.302059663999999657e+02,3.250906052000000273e+02,2.771592079999999783e+02,3.344257760000000417e+02,3.780082375999999158e+02,3.769859181999999578e+02,3.630084651999999892e+02,3.126988769999999818e+02,3.322940962000000127e+02,3.302356780000000072e+02,3.070871891999999548e+02,3.072737031999999999e+02,3.676221649999999954e+02,3.499966041999999788e+02,3.535002461999999923e+02,3.587504496000000245e+02,3.175076011999999537e+02,3.232931780000000117e+02,3.174390271999999982e+02,3.743732605999999805e+02,3.864564694000000031e+02,3.726216129999999680e+02,3.774573807999999531e+02,3.101715868000000000e+02,3.602095005999999557e+02,3.562525520000000370e+02,2.777856525999999917e+02,3.705036004000000389e+02,3.194613817999999696e+02,3.142146272000000522e+02,3.835417428000000086e+02,3.808994223999999917e+02
1.100000000000000000e+05,2.863723820640000213e+02,2.516616458440999793e+02,3.187644730631999437e+02,5.040640520000000180e+01,5.022769359999999494e+01,4.700417800000000312e+01,5.011069520000000210e+01,5.373063799999999901e+01,4.796911939999999674e+01,4.934073139999999569e+01,5.074862180000000222e+01,4.559117460000000221e+01,4.877678420000000159e+01,3.575900248000000374e+02,3.740631838000000471e+02,2.733723702000000344e+02,3.439292983999999933e+02,3.455214755999999738e+02,2.950800451999999723e+02,3.538077111999999715e+02,3.573705145999999786e+02,3.409774552000000085e+02,3.270653261999999586e+02,3.135796432000000209e+02,3.276282061999999655e+02,3.793115596000000096e+02,3.782979917999999770e+02,3.622243286000000353e+02,3.189845912000000112e+02,3.437984967999999526e+02,3.350066592000000014e+02,3.208919501999999966e+02,3.328022680000000264e+02,3.672203152000000159e+02,3.694733517999999890e+02,3.546123234000000366e+02,3.560205336000000216e+02,3.212589453999999591e+02,3.325131939999999986e+02,2.985336674000000130e+02,3.760532561999999643e+02,3.827583039999999528e+02,3.741076933999999596e+02,3.763419036000000233e+02,3.027537003999999570e+02,3.739660236000000282e+02,3.600166988000000288e+02,3.003003549999999677e+02,3.648218047999999953e+02,3.400788481999999817e+02,3.284776067999999896e+02,3.839270463999999947e+02,3.801743897999999717e+02
1.150000000000000000e+05,2.900916134279999596e+02,2.548597480983999617e+02,3.228041094927000358e+02,5.110360800000000125e+01,5.011591380000000129e+01,4.724239579999999705e+01,5.056806420000000202e+01,5.403152139999999548e+01,4.799573759999999822e+01,4.945142500000000041e+01,5.071979159999999354e+01,4.612605479999999858e+01,4.859712059999999667e+01,3.540173312000000010e+02,3.765728783999999791e+02,2.733029279999999517e+02,3.441032320000000482e+02,3.478345860000000584e+02,3.152963095999999723e+02,3.520431939999999713e+02,3.570200000000000387e+02,3.459227216000000453e+02,3.327734360000000038e+02,3.402418725999999651e+02,3.356453285999999707e+02,3.805940617999999631e+02,3.772663633999999888e+02,3.611302061999999751e+02,3.186034490000000119e+02,3.542004620000000159e+02,3.460757187999999474e+02,3.162673259999999686e+02,3.689630786000000171e+02,3.813834352000000081e+02,3.715624334000000317e+02,3.415566890000000058e+02,3.603015943999999990e+02,3.287403046000000018e+02,3.347997692000000143e+02,3.288899976000000152e+02,3.685973453999999947e+02,3.821918223999999782e+02,3.762251660000000584e+02,3.717218331999999918e+02,3.024820396000000073e+02,3.736268507999999429e+02,3.674933277999999746e+02,2.901529652000000397e+02,3.608731705999999804e+02,3.705712025999999923e+02,3.310095602000000099e+02,3.851388469999999984e+02,3.834362006000000065e+02
1.200000000000000000e+05,2.901805373760000748e+02,2.545653474895000841e+02,3.229797125507000715e+02,5.187328939999999733e+01,5.010690979999999684e+01,4.704079540000000037e+01,5.093171859999999640e+01,5.395900739999999729e+01,4.783354580000000311e+01,4.950679999999999836e+01,5.092336659999999426e+01,4.599917479999999870e+01,4.940554020000000435e+01,3.494235614000000396e+02,3.763389627999999902e+02,2.547043810000000121e+02,3.470007640000000038e+02,3.557550092000000177e+02,3.045429353999999762e+02,3.233802125999999930e+02,3.605366738000000737e+02,3.253963704000000234e+02,3.222821552000000338e+02,3.588357483999999999e+02,3.573849966000000222e+02,3.796265735999999720e+02,3.730228239999999573e+02,3.529941491999999812e+02,3.173867012000000045e+02,3.537138865999999666e+02,3.497262319999999818e+02,3.203271657999999888e+02,3.642440669999999727e+02,3.842161578000000759e+02,3.684292973999999958e+02,3.515427081999999928e+02,3.538811766000000034e+02,3.344368471999999883e+02,3.488991963999999939e+02,3.331196439999999939e+02,3.604296449999999936e+02,3.851582182000000216e+02,3.746477771999999504e+02,3.670174557999999934e+02,3.171510997999999972e+02,3.661205902000000378e+02,3.672835486000000174e+02,3.045725957999999878e+02,3.629667015999999649e+02,3.812250221999999553e+02,3.354788738000000308e+02,3.843665523999999891e+02,3.838802423999999860e+02
1.250000000000000000e+05,2.901638481439999850e+02,2.547102601020999657e+02,3.230315792557999544e+02,5.167031680000000193e+01,5.019223999999999819e+01,4.679693659999999511e+01,5.121104119999998971e+01,5.411644900000000291e+01,4.843657280000000753e+01,4.936209360000000146e+01,5.081482499999999902e+01,4.593892859999999700e+01,4.943840559999999584e+01,3.511166898000000174e+02,3.754113083999999958e+02,2.522720194000000049e+02,3.375547107999999525e+02,3.766113753999999290e+02,2.879608879999999544e+02,3.192812152000000196e+02,3.638891323999999940e+02,3.292189297999999553e+02,3.302516454000000294e+02,3.583933302000000367e+02,3.682772408000000155e+02,3.748217877999999814e+02,3.762572194000000536e+02,3.472765392000000020e+02,3.223064229999999952e+02,3.580457544000000212e+02,3.512064957999999706e+02,3.183915756000000101e+02,3.674531404000000521e+02,3.849520610000000147e+02,3.544347986000000219e+02,3.456225033999999710e+02,3.260396574000000101e+02,3.394545679999999948e+02,3.592733941999999843e+02,3.552690309999999840e+02,3.465786771999999587e+02,3.773123620000000074e+02,3.642622259999999983e+02,3.531889569999999594e+02,3.240382853999999497e+02,3.604997744000000353e+02,3.690244890000000169e+02,3.343567853999999784e+02,3.574645398000000114e+02,3.854019465999999738e+02,3.381876905999999963e+02,3.853763012000000003e+02,3.834791286000000241e+02
1.300000000000000000e+05,2.911548693599999638e+02,2.556193670650000058e+02,3.240828979841999171e+02,5.146113119999999697e+01,4.967089459999999690e+01,4.706900880000000598e+01,5.127634100000000217e+01,5.443605719999999337e+01,4.868979499999999661e+01,4.910019199999999984e+01,5.083490820000000099e+01,4.579537120000000527e+01,4.964401640000000526e+01,3.564489927999999281e+02,3.725628772000000026e+02,2.704641153999999688e+02,3.432068059999999718e+02,3.833288390000000163e+02,2.889684033999999997e+02,3.103399253999999701e+02,3.534235386000000290e+02,3.348966699999999719e+02,3.301671531999999729e+02,3.672634181999999896e+02,3.729787263999999709e+02,3.683910850000000892e+02,3.747473857999999609e+02,3.525811967999999865e+02,3.132554193999999370e+02,3.664203909999999382e+02,3.522986887999999794e+02,3.150517750000000206e+02,3.652542784000000324e+02,3.871554973999999447e+02,3.693955674000000045e+02,3.351103400000000079e+02,3.320254342000000065e+02,3.298140870000000291e+02,3.657667261999999937e+02,3.592739245999999866e+02,3.588776904000000059e+02,3.683237404000000197e+02,3.553764176000000248e+02,3.534277769999999919e+02,3.377642854000000625e+02,3.661148567999999841e+02,3.663029905999999869e+02,3.539838690000000270e+02,3.493401158000000351e+02,3.836970397999999705e+02,3.253514871999999514e+02,3.834390417999999841e+02,3.871751780000000167e+02
1.350000000000000000e+05,2.926363848680001070e+02,2.566835332092000499e+02,3.254076938038001003e+02,5.118226579999999615e+01,4.980751759999999706e+01,4.711524580000000384e+01,5.132532940000000110e+01,5.409076939999999922e+01,4.889642360000000565e+01,4.924470159999999908e+01,5.070648400000000322e+01,4.713067920000000299e+01,4.898868240000000185e+01,3.458679589999999848e+02,3.752044027999999685e+02,2.931940171999999620e+02,3.742161982000000080e+02,3.868644488000000479e+02,3.110426008000000024e+02,3.110311884000000191e+02,3.522695813999999928e+02,3.204593409999999949e+02,3.324320453999999927e+02,3.698685757999999737e+02,3.806464660000000322e+02,3.765379614000000288e+02,3.697891958000000159e+02,3.510988449999999830e+02,3.116677854000000139e+02,3.752212490000000571e+02,3.578270923999999695e+02,3.233907173999999713e+02,3.609227998000000071e+02,3.874255372000000079e+02,3.669183677999999986e+02,3.446552631999999790e+02,3.416548819999999864e+02,3.427723531999999977e+02,3.785907981999999947e+02,3.581384350000000154e+02,3.391096901999999886e+02,3.629597064000000159e+02,3.495848083999999858e+02,3.566169108000000278e+02,3.235009503999999652e+02,3.773051767999999697e+02,3.662513127999999938e+02,3.583837033999999448e+02,3.489432929999999828e+02,3.704786861999999701e+02,3.098185495999999830e+02,3.832417368000000124e+02,3.874285122000000001e+02
1.400000000000000000e+05,2.906627254199999584e+02,2.550232552676999660e+02,3.235791593528999783e+02,5.161296899999999965e+01,4.996451859999999812e+01,4.694992879999999502e+01,5.136090920000000182e+01,5.382718359999999791e+01,4.862302419999999614e+01,4.907184499999999616e+01,5.063367799999999619e+01,4.866927319999999924e+01,4.879607760000000383e+01,3.495152918000000000e+02,3.775825858000000039e+02,2.664072677999999428e+02,3.766502118000000223e+02,3.865436501999999450e+02,3.062427452000000585e+02,2.924006049999999846e+02,3.448986955999999964e+02,3.190129592000000116e+02,3.328046939999999836e+02,3.682887691999999333e+02,3.828051601999999889e+02,3.718058656000000042e+02,3.678264143999999760e+02,3.605720364000000018e+02,3.100725199999999973e+02,3.769676010000000019e+02,3.515013716000000272e+02,3.227958927999999901e+02,3.607997104000000377e+02,3.873156809999999837e+02,3.749805369999999698e+02,3.153741306000000577e+02,3.374637303999999745e+02,3.484329699999999548e+02,3.830674973999999793e+02,3.597116227999999865e+02,3.422675255999999990e+02,3.655655964000000040e+02,3.448706359999999904e+02,3.514471354000000360e+02,3.015551705999999967e+02,3.834292214000000172e+02,3.520280198000000382e+02,3.692489858000000140e+02,3.432357576000000563e+02,3.615506831999999804e+02,3.141182281999999759e+02,3.852894991999999661e+02,3.871801873999999657e+02
1.450000000000000000e+05,2.902414740920000895e+02,2.544946853435000662e+02,3.234215752873000724e+02,5.183182240000000007e+01,5.031754060000000095e+01,4.706720860000000073e+01,5.197350939999999753e+01,5.408847219999999822e+01,4.831568860000000143e+01,4.888428480000000320e+01,5.089578639999999865e+01,4.900627439999999524e+01,4.898823579999999822e+01,3.507277856000000043e+02,3.799652916000000573e+02,2.554997096000000170e+02,3.602211550000000102e+02,3.868194758000000775e+02,3.249864730000000463e+02,2.941305529999999635e+02,3.420084236000000146e+02,3.354298892000000478e+02,3.057411969999999997e+02,3.554140374000000406e+02,3.808714512000000241e+02,3.760736284000000182e+02,3.590023274000000129e+02,3.639566489999999703e+02,3.021953045999999858e+02,3.810182419999999865e+02,3.566524536000000012e+02,3.311619890000000055e+02,3.584661133999999834e+02,3.871578986000000668e+02,3.762237797999999884e+02,3.034670695999999452e+02,3.380792351999999710e+02,3.565440311999999494e+02,3.720820329999999672e+02,3.622241314000000330e+02,3.340201940000000604e+02,3.645152767999999810e+02,3.657379621999999699e+02,3.435483548000000269e+02,3.031877369999999701e+02,3.857835103999999546e+02,3.563740609999999833e+02,3.732467120000000023e+02,3.414722722000000203e+02,3.674524528000000032e+02,3.127496884000000819e+02,3.800161565999999880e+02,3.864801750000000311e+02
1.500000000000000000e+05,2.907408737320000682e+02,2.550476134039998897e+02,3.237689272604000053e+02,5.159930079999999464e+01,5.061659020000000453e+01,4.684439820000000765e+01,5.219196819999999803e+01,5.385065420000000813e+01,4.799310820000000177e+01,4.954407899999999643e+01,5.087411579999999844e+01,4.877926779999999951e+01,4.931893900000000031e+01,3.464028271999999902e+02,3.774329515999999671e+02,2.835769361999999774e+02,3.641649441999999794e+02,3.871722675999999979e+02,3.123696444000000270e+02,2.881353263999999967e+02,3.466560115999999994e+02,3.622245829999999955e+02,3.115388517999999749e+02,3.563815854000000627e+02,3.789129704000000061e+02,3.771863156000000004e+02,3.366929143999999496e+02,3.613999651999999969e+02,2.834858170000000541e+02,3.850129304000000161e+02,3.641151467999999909e+02,3.397190901999999824e+02,3.505848111999999901e+02,3.872365590000000566e+02,3.704561070000000313e+02,2.942686902000000373e+02,3.350366801999999780e+02,3.532625172000000475e+02,3.740276855999999270e+02,3.578225685999999541e+02,3.339499531999999817e+02,3.535928669999999556e+02,3.801114808000000380e+02,3.344795535999999743e+02,3.237137423999999442e+02,3.866632585999999492e+02,3.605079450000000065e+02,3.690972585999999183e+02,3.439404072000000383e+02,3.766352600000000166e+02,3.202299504000000070e+02,3.820133748000000082e+02,3.852195152000000462e+02
1.550000000000000000e+05,2.906144036000000028e+02,2.548173678850000385e+02,3.238078689064999480e+02,5.142400240000000622e+01,5.078703579999999818e+01,4.719431099999999901e+01,5.182020980000000066e+01,5.349165560000000141e+01,4.775582000000000704e+01,4.909788159999999380e+01,5.056942360000000747e+01,4.847728379999999504e+01,4.955051119999999543e+01,3.452981381999999257e+02,3.748622607999999445e+02,2.761029378000000065e+02,3.778732059999999251e+02,3.865519477999999935e+02,3.163651952000000165e+02,2.818898411999999780e+02,3.464607991999999967e+02,3.721477150000000051e+02,3.047527331999999660e+02,3.160586067999999500e+02,3.844523593999999775e+02,3.807702247999999372e+02,3.545340595999999778e+02,3.585573795999999902e+02,2.685758003999999914e+02,3.868163163999999483e+02,3.682588502000000403e+02,3.654097696000000042e+02,3.542543560000000298e+02,3.870974348000000873e+02,3.735926760000000399e+02,2.886693831999999702e+02,3.359231186000000093e+02,3.588799848000000452e+02,3.737018812000000025e+02,3.609158937999999921e+02,3.605022324000000253e+02,3.628377910000000384e+02,3.771142328000000248e+02,3.369248352000000182e+02,3.221817033999999467e+02,3.865922039999999811e+02,3.571258202000000210e+02,3.606952678000000105e+02,3.263241329999999607e+02,3.680834501999999588e+02,3.263720466000000329e+02,3.608041739999999891e+02,3.862212849999999662e+02
1.600000000000000000e+05,2.905657468320000021e+02,2.548175601381999797e+02,3.238553594505999058e+02,5.173285640000000285e+01,5.072832040000000831e+01,4.717812620000000123e+01,5.202396999999999849e+01,5.378753399999999374e+01,4.849399340000000080e+01,4.831815540000000198e+01,5.034712960000000237e+01,4.826540419999999898e+01,4.941131060000000019e+01,3.504849499999999694e+02,3.749935604000000353e+02,3.060599390000000426e+02,3.807391685999999709e+02,3.871509265999999911e+02,3.011131538000000205e+02,2.845698562000000038e+02,3.448262174000000186e+02,3.768245657999999594e+02,3.132815202000000454e+02,2.907995372000000316e+02,3.830231805999999892e+02,3.782128696000000332e+02,3.581808571999999344e+02,3.639040272000000300e+02,2.636396111999999903e+02,3.819498866000000135e+02,3.766405000000000314e+02,3.780214505999999801e+02,3.610538837999999373e+02,3.868045035999999754e+02,3.763405425999999920e+02,2.909510566000000154e+02,3.349246114000000034e+02,3.726571781999999757e+02,3.763395218000000000e+02,3.644981999999999971e+02,3.633554282000000057e+02,3.623979849999999487e+02,3.725991199999999708e+02,3.383172059999999988e+02,3.282664052000000083e+02,3.873491759999999999e+02,3.525715016000000332e+02,3.553385803999999553e+02,3.149402289999999880e+02,3.690190051999999810e+02,3.060436416000000008e+02,3.329707157999999936e+02,3.868462711999999897e+02
1.650000000000000000e+05,2.921819286840000132e+02,2.564431395676000989e+02,3.253839957576000188e+02,5.187458219999999898e+01,5.099510340000000497e+01,4.739263240000000366e+01,5.238670079999999274e+01,5.401351259999999854e+01,4.905525000000000091e+01,4.824502919999999762e+01,5.031375680000000017e+01,4.768396500000000060e+01,4.971370080000000513e+01,3.613768804000000046e+02,3.784804857999999967e+02,3.367404508000000192e+02,3.856096299999999815e+02,3.872440325999999686e+02,2.922952151999999728e+02,2.980080213999999614e+02,3.479602717999999868e+02,3.838915585999999962e+02,3.172353054000000157e+02,2.729733041999999728e+02,3.856444958000000156e+02,3.799262046000000055e+02,3.466465538000000493e+02,3.643624407999999448e+02,2.865038780000000429e+02,3.796378178000000503e+02,3.797116839999999911e+02,3.866273347999999714e+02,3.535399495999999999e+02,3.866480287999999632e+02,3.694724949999999808e+02,3.000959253999999987e+02,3.422528121999999939e+02,3.784093712000000096e+02,3.763320092000000159e+02,3.714308187999999973e+02,3.621360533999999234e+02,3.576130120000000261e+02,3.679796534000000179e+02,3.291871825999999714e+02,3.426970012000000452e+02,3.863595374000000220e+02,3.481137374000000477e+02,3.531772071999999980e+02,3.072142332000000238e+02,3.623951458000000230e+02,2.986367655999999897e+02,3.568882350000000088e+02,3.859674607999999125e+02
1.700000000000000000e+05,2.925040191360000108e+02,2.567581250612000190e+02,3.258944989806000194e+02,5.223365760000000080e+01,5.094293439999999862e+01,4.765648780000000073e+01,5.271190440000000166e+01,5.366688719999999790e+01,4.910848839999999882e+01,4.796197339999999798e+01,5.045495300000000327e+01,4.861390400000000511e+01,4.974229219999999430e+01,3.588868161999999984e+02,3.844043005999999991e+02,3.735118951999999695e+02,3.802727078000000347e+02,3.855624619999999823e+02,2.847724632000000611e+02,2.926932726000000002e+02,3.416764909999999986e+02,3.815471243999999160e+02,3.215698942000000216e+02,2.786708019999999806e+02,3.862262649999999553e+02,3.829249399999999923e+02,3.426347038000000111e+02,3.648176270000000159e+02,3.108346827999999960e+02,3.790789913999999499e+02,3.816101780000000190e+02,3.865959821999999804e+02,3.424069075999999541e+02,3.870009914000000322e+02,3.712292888000000062e+02,3.008531644000000256e+02,3.509310939999999732e+02,3.857335211999999842e+02,3.808291934000000083e+02,3.715436545999999680e+02,3.607800333999999793e+02,3.648593748000000119e+02,3.723324306000000661e+02,3.036441427999999974e+02,3.451118290000000570e+02,3.863724894000000631e+02,3.438229561999999646e+02,3.413905207999999902e+02,3.112933396000000243e+02,3.557282920000000104e+02,2.752501886000000013e+02,3.665879613999999265e+02,3.861145009999999616e+02
1.750000000000000000e+05,2.942809966479999275e+02,2.582689365157999646e+02,3.276777200796999523e+02,5.229194320000000573e+01,5.048006500000000329e+01,4.783170900000000358e+01,5.312772879999999986e+01,5.336345459999999719e+01,4.959787359999999978e+01,4.853610300000000422e+01,5.043669260000000065e+01,4.840390520000000407e+01,4.928439920000000285e+01,3.522371727999999962e+02,3.854111752000000024e+02,3.772260990000000334e+02,3.833241622000000461e+02,3.862252947999999151e+02,2.774696873999999980e+02,3.030920830000000024e+02,3.469568600000000060e+02,3.844155872000000045e+02,3.353695493999999826e+02,2.897130526000000259e+02,3.863289645999999493e+02,3.846378737999999657e+02,3.298239268000000379e+02,3.603050834000000009e+02,3.102093335999999795e+02,3.811299644000000058e+02,3.838694107999999687e+02,3.864918976000000157e+02,3.365873042000000055e+02,3.869749204000000304e+02,3.731558038000000010e+02,3.055171098000000143e+02,3.642877764000000411e+02,3.859681237999999439e+02,3.846464742000000001e+02,3.707152813999999807e+02,3.690214310000000069e+02,3.636679299999999557e+02,3.727589050000000270e+02,3.031466052000000104e+02,3.569079178000000638e+02,3.853441498000000252e+02,3.433246654000000149e+02,3.362009249999999838e+02,3.185504022000000077e+02,3.683490020000000413e+02,2.935841374000000314e+02,3.640106057999999507e+02,3.837393089999999347e+02
1.800000000000000000e+05,2.961251909480000108e+02,2.598136551127999496e+02,3.298244597626000427e+02,5.238105759999999833e+01,5.059080440000000323e+01,4.760962359999999904e+01,5.328143780000000618e+01,5.310264779999999973e+01,5.005286879999999883e+01,4.859851799999999855e+01,5.101129920000000340e+01,4.905739020000000039e+01,4.937320980000000503e+01,3.546057515999999623e+02,3.867318619999999783e+02,3.795577759999999898e+02,3.825810198000000355e+02,3.845266343999999776e+02,2.738439549999999940e+02,3.141607889999999657e+02,3.547276488000000541e+02,3.843516934000000447e+02,3.429689240000000154e+02,3.298779642000000649e+02,3.859116930000000139e+02,3.861786398000000418e+02,3.397097219999999993e+02,3.572199225999999612e+02,3.275574854000000187e+02,3.805153478000000291e+02,3.863952353999999900e+02,3.861714170000000195e+02,3.247503221999999710e+02,3.847016130000000089e+02,3.818179762000000323e+02,3.061981994000000213e+02,3.693587083999999550e+02,3.859514331999999968e+02,3.823315380000000232e+02,3.679424639999999727e+02,3.645810561999999777e+02,3.704857122000000231e+02,3.752904887999999914e+02,2.962982019999999466e+02,3.671868456000000265e+02,3.851671370000000252e+02,3.405052784000000088e+02,3.256200799999999731e+02,3.231348243999999568e+02,3.764063259999999786e+02,2.931816781999999648e+02,3.611838423999999463e+02,3.815134833999999842e+02
1.850000000000000000e+05,2.964353045319999183e+02,2.599545946513999866e+02,3.301550037273000271e+02,5.229749339999999336e+01,5.042157020000000500e+01,4.777261359999999968e+01,5.320305720000000349e+01,5.267299999999998761e+01,4.985567020000000582e+01,4.818105400000000316e+01,5.077365400000000051e+01,4.943282560000000103e+01,4.954131320000000471e+01,3.536371320000000082e+02,3.832565538000000060e+02,3.806788333999999736e+02,3.720950568000000089e+02,3.862982054000000289e+02,2.800361893999999552e+02,3.188388644000000340e+02,3.566246514000000047e+02,3.864701389999999606e+02,3.449354786000000104e+02,3.656392726000000266e+02,3.836812368000000220e+02,3.866099540000000161e+02,3.426061048000000255e+02,3.705853922000000011e+02,3.070184256000000005e+02,3.775338126000000329e+02,3.869062668000000258e+02,3.851856003999999984e+02,3.260110081999999920e+02,3.824487344000000348e+02,3.831350734000000102e+02,2.897036031999999750e+02,3.746790680000000293e+02,3.815807512000000088e+02,3.861926043999999933e+02,3.682813992000000098e+02,3.652373399999999606e+02,3.745978759999999852e+02,3.782411835999999994e+02,2.975019839999999931e+02,3.715072764000000234e+02,3.865778830000000426e+02,3.516687974000000168e+02,3.390159397999999555e+02,3.219995966000000180e+02,3.620492815999999721e+02,2.712412258000000520e+02,3.589046685999999795e+02,3.784005104000000301e+02
1.900000000000000000e+05,2.965943273960000397e+02,2.600165506673000664e+02,3.305884675986000047e+02,5.203919539999999699e+01,5.033547739999999493e+01,4.802464840000000379e+01,5.281376199999999699e+01,5.223360740000000391e+01,4.996121739999999534e+01,4.791534620000000189e+01,5.060861200000000082e+01,5.004508220000000307e+01,4.960668399999999423e+01,3.509691106000000218e+02,3.788734524000000192e+02,3.862591120000000160e+02,3.665362121999999658e+02,3.847538779999999861e+02,2.863182010000000446e+02,3.114060852000000068e+02,3.596307808000000250e+02,3.861347420000000170e+02,3.459188310000000115e+02,3.771945412000000033e+02,3.767795262000000207e+02,3.860468414000000053e+02,3.514438874000000510e+02,3.771830830000000105e+02,3.037038430000000062e+02,3.800688377999999830e+02,3.863274404000000004e+02,3.862823354000000222e+02,3.230764304000000493e+02,3.819043336000000295e+02,3.799419838000000027e+02,2.979306942000000049e+02,3.797475373999999420e+02,3.831428520000000049e+02,3.834865934000000607e+02,3.704375610000000165e+02,3.740808673999999883e+02,3.732200486000000410e+02,3.816291623999999842e+02,2.804066551999999888e+02,3.786227212000000009e+02,3.861557844000000159e+02,3.499226026000000047e+02,3.431525861999999734e+02,3.146974331999999777e+02,3.663510248000000047e+02,2.751063746000000378e+02,3.425782676000000038e+02,3.787104823999999894e+02
1.950000000000000000e+05,2.962979382159999773e+02,2.595428000767000185e+02,3.304673719972000185e+02,5.208309239999999818e+01,5.016260659999999660e+01,4.793394759999999621e+01,5.268301300000000253e+01,5.225500859999999648e+01,4.941046880000000385e+01,4.792531100000000066e+01,4.998233539999999664e+01,4.955082960000000014e+01,4.934792459999999892e+01,3.413111441999999442e+02,3.686884768000000463e+02,3.865322631999999317e+02,3.783920566000000463e+02,3.829431175999999368e+02,2.943028809999999567e+02,3.228699482000000103e+02,3.611096544000000108e+02,3.848346234000000550e+02,3.588248659999999859e+02,3.826748476000000210e+02,3.704827341999999817e+02,3.851789775999999392e+02,3.636213194000000044e+02,3.685005861999999865e+02,3.210837814000000208e+02,3.810869973999999729e+02,3.868797177999999803e+02,3.866506312000000207e+02,3.137905632000000651e+02,3.836868410000000154e+02,3.823811471999999867e+02,2.958181926000000317e+02,3.850122070000000463e+02,3.864925798000000441e+02,3.839677115999999728e+02,3.672262772000000268e+02,3.798904147999999736e+02,3.675728780000000029e+02,3.846474498000000040e+02,2.849824744000000010e+02,3.826252708000000098e+02,3.870839860000000385e+02,3.403516085999999632e+02,3.360388922000000207e+02,3.210606776000000195e+02,3.620897927999999979e+02,2.548787499999999966e+02,3.115132461999999691e+02,3.764827882000000727e+02
2.000000000000000000e+05,2.949946020840001211e+02,2.584896194036000452e+02,3.289906397269999729e+02,5.258569359999999193e+01,5.006814699999999618e+01,4.809769619999999435e+01,5.254539039999999517e+01,5.291363100000000941e+01,4.914195219999999864e+01,4.811911579999999589e+01,4.978607819999999862e+01,4.941803300000000121e+01,4.898379140000000120e+01,3.431672273999999447e+02,3.674273519999999849e+02,3.848271244000000024e+02,3.638569481999999766e+02,3.864871277999999961e+02,3.028165852000000200e+02,3.284155733999999711e+02,3.604706468000000541e+02,3.813922002000000475e+02,3.601660036000000105e+02,3.831990538000000015e+02,3.713618518000000108e+02,3.836572810000000118e+02,3.677876181999999972e+02,3.567949244000000135e+02,3.202275720000000661e+02,3.812734699999999748e+02,3.851460619999999722e+02,3.864904124000000820e+02,3.102171979999999962e+02,3.767952099999999973e+02,3.852318882000000144e+02,2.999621304000000350e+02,3.861739120000000298e+02,3.818729845999999952e+02,3.805933459999999968e+02,3.702807004000000006e+02,3.806466044000000579e+02,3.738145132000000217e+02,3.859324720000000184e+02,2.851506171999999992e+02,3.845402464000000009e+02,3.852590940000000046e+02,3.381258082000000513e+02,3.385993938000000298e+02,3.144483567999999423e+02,3.149925733999999693e+02,2.561819615999999655e+02,3.045424820000000068e+02,3.797440482000000088e+02
