frame,time_s,detected,confidence,servo_count,servo_bend_angle_deg,servo_axis_angle_deg,servo_chord_angle_deg,servo_start_angle_deg,servo_end_angle_deg,servo_lateral_error_px,cluster_center_x,cluster_center_y,candidate_count,servo1_area_px,servo1_x,servo1_y,servo2_area_px,servo2_x,servo2_y,servo3_area_px,servo3_x,servo3_y,servo4_area_px,servo4_x,servo4_y,servo5_area_px,servo5_x,servo5_y,servo6_area_px,servo6_x,servo6_y
156,10.4,1,0.012222222222222221,2,nan,30.768898554257163,30.76889855425718,nan,nan,0.0,214.72999572753906,106.3599853515625,8,26.0,154.5,70.5,40.0,274.9599914550781,142.219970703125,,,,,,,,,,,,
159,10.6,1,0.1275925925925926,4,-7.661041700294199,49.10431730727533,61.258192671597165,43.62690817580598,35.96586647551178,49.80614112547759,396.58914947509766,158.57149124145508,15,97.5,379.34100341796875,110.21675109863281,42.5,346.0,153.0,53.5,420.6617126464844,149.6029510498047,151.0,440.3538818359375,221.4662628173828,,,,,,
162,10.8,1,0.6666666666666666,4,19.635276819506807,34.76835069729998,30.337659489858275,32.53224781506826,52.16752463457507,56.08265908169223,427.38107239039596,168.15941509595663,14,88.0,311.4153747558594,114.5230712890625,169.5,420.53982300884957,113.40560471976401,119.5,464.52313232421875,212.18466186523438,2034.0,513.0459594726562,232.52432250976562,,,,,,
165,11.0,1,1.0,6,-39.95085689872826,117.86258324986514,117.82917699840817,119.96128729631792,80.01043039758966,69.12135990853679,151.2270622253418,394.65489705403644,12,44.0,286.0,127.5,593.0,195.5,447.0,353.5,122.00001525878906,412.00006103515625,1018.5,80.36235809326172,428.9293212890625,291.0,131.5,457.5,91.5,92.0,495.0
168,11.2,1,0.81,6,-22.357885126574985,77.4701955635667,83.01982064054235,109.79888280887556,87.44099768230058,98.76442230356439,146.5416692097982,411.9583384195964,17,67.5,152.75001525878906,217.25003051757812,576.5,87.5,317.0,170.0,78.5,423.5,83.0,189.0,456.5,406.0,178.5,511.5,155.0,193.0,546.0
171,11.4,1,0.020555555555555556,2,nan,67.38013505195957,67.38013505195957,nan,nan,0.0,497.75,1594.5,10,59.0,494.0,1585.5,52.0,501.5,1603.5,,,,,,,,,,,,
174,11.6,1,0.06962962962962962,4,6.44651367211479,134.26515497782788,139.16047671055503,112.54306100005789,118.98957467217268,51.42020285676613,259.8681106567383,179.0033302307129,8,19.0,324.5,117.5,18.0,241.38462829589844,143.92308044433594,54.0,280.5,223.5,97.0,193.0878143310547,231.09024047851562,,,,,,
177,11.8,1,0.023055555555555555,3,nan,-158.29232634423352,-157.41953503928139,nan,nan,15.692341114306336,308.0941467285156,111.13236490885417,12,36.0,395.7500305175781,153.24998474121094,20.0,334.0135192871094,110.5810775756836,27.0,194.51889038085938,69.56603240966797,,,,,,,,,
180,12.0,1,0.49333333333333335,6,-4.958418391244862,-161.8389464813458,-161.97544655208918,-156.02445067016293,-160.9828690614078,48.87069380024045,374.7711588541667,152.85739262898764,14,75.0,637.5,229.0,570.0,447.56488037109375,218.5891876220703,82.5,434.0,138.5,28.0,304.862060546875,123.65516662597656,59.5,270.0,135.5,73.0,154.70001220703125,71.9000015258789
183,12.2,1,0.2512962962962963,4,-43.419056995056394,-157.2894121967602,-155.5175141026529,-138.91824886406738,177.6626941408762,22.126514287904662,478.0,223.75,16,192.5,503.5,245.5,383.0,496.5,218.0,33.5,464.5,211.5,69.5,447.5,220.0,,,,,,
186,12.4,1,0.01898148148148148,2,nan,163.1651639857796,163.1651639857796,nan,nan,0.0,386.7353057861328,141.30882263183594,15,45.0,417.5,132.0,57.5,355.9706115722656,150.61764526367188,,,,,,,,,,,,
189,12.6,1,0.9186111111111112,6,-89.4730225931819,-173.88050392295185,-174.4561684000268,-159.8014185412576,110.72555886556054,133.6280279016208,258.97620900472003,169.1890729268392,13,1145.0,496.1036682128906,234.43295288085938,294.0,322.2381896972656,120.5783920288086,21.0,243.5,141.5,20.0,195.5,71.0,25.5,150.01539611816406,247.1230926513672,148.0,146.5,200.5
192,12.8,1,1.0,6,7.134213245699158,-108.59052316623172,-113.54095560080258,-114.48965730663271,-107.35544406093355,115.7899854800952,133.88623682657877,440.0892639160156,19,90.5,224.0,563.5,1110.5,85.5,535.5,3362.0,170.53912353515625,446.1346740722656,113.5,140.5,405.5,250.0,79.49999237060547,403.4999694824219,1154.0,103.27830505371094,286.40093994140625
195,13.0,1,0.018148148148148146,2,nan,-133.02070552856983,-133.02070552856983,nan,nan,0.0,517.5735168457031,1717.0441284179688,8,47.5,524.1470336914062,1724.0882568359375,50.5,511.0,1710.0,,,,,,,,,,,,
198,13.2,1,0.009814814814814814,2,nan,164.35775354279127,164.35775354279127,nan,nan,0.0,500.0,1727.5,16,34.0,512.5,1724.0,19.0,487.5,1731.0,,,,,,,,,,,,
201,13.4,1,0.38666666666666666,6,-44.96611053209807,-163.83629597243328,-160.88963247587623,-148.1340223063963,166.89986716150563,69.87979611115155,354.79957071940106,196.4073486328125,12,45.0,527.5,251.5,341.5,492.0103759765625,255.37586975097656,20.5,379.5,159.5,186.0,272.1470642089844,142.08822631835938,46.5,221.63998413085938,219.47999572753906,56.5,236.0,150.5
204,13.6,1,0.03666666666666667,3,nan,-128.06033269349666,-121.6607510966366,nan,nan,36.39098000618136,402.66925048828125,131.31282552083334,12,81.5,409.5,165.5,32.0,426.00775146484375,122.9384765625,18.5,372.5,105.5,,,,,,,,,
207,13.8,1,0.6666666666666666,4,58.19338815358776,-165.53500719472427,-172.10898993412852,159.88907981066106,-141.91753203575115,48.715901891237124,144.98973846435547,448.6547546386719,11,908.5,201.20895385742188,436.8690490722656,378.0,155.75,479.7499694824219,115.0,143.5,458.0,420.0,79.5,420.0,,,,,,
210,14.0,1,0.31527777777777777,6,-60.37465591062971,170.88025159879658,176.82016988013575,-148.88041205961977,150.74493202975052,133.90462736877032,278.5932210286458,190.11471557617188,15,418.5,441.5,235.0,29.0,313.5,108.0,22.5,315.1800231933594,158.74000549316406,38.0,279.3793029785156,175.9482879638672,29.5,177.5,211.5,30.0,144.5,251.5
213,14.2,0,0.0,,,,,,,,,,14,,,,,,,,,,,,,,,,,,
216,14.4,1,0.009907407407407406,2,nan,154.83592502670572,154.83592502670572,nan,nan,0.0,312.75,121.0,9,22.0,350.0,103.5,31.5,275.5,138.5,,,,,,,,,,,,
219,14.6,1,0.025277777777777777,3,nan,177.24251670363645,176.4753649383013,nan,nan,14.584679019223165,595.6666666666666,219.83333333333334,10,36.0,660.0,211.0,32.0,605.0,229.0,23.0,522.0,219.5,,,,,,,,,
222,14.8,1,0.13537037037037036,4,-28.07691233467108,-163.34638392316742,-137.36645088538364,-155.12830359634242,176.79478406898653,44.90663153442143,335.74549042551143,138.10579591048392,16,76.0,358.0588659989206,168.8078119378341,179.0,367.0,116.0,61.5,313.423095703125,148.11537170410156,49.0,304.5,119.5,,,,,,
225,15.0,1,0.008888888888888889,2,nan,-156.90586840345586,-156.90586840345586,nan,nan,0.0,730.25,247.75,6,30.0,796.5,276.0,18.0,664.0,219.5,,,,,,,,,,,,
