time,x,y,yaw,reward,velocity_x,velocity_y,steady_state,frequency,phase_lag_1,phase_lag_2,phase_lag_3,phase_lag_4,phase_lag_5
2.000000000000001082e-02,5.999868846341723794e-01,-1.475274761783440525e-03,1.735123310876159064e-02,0.000000000000000000e+00,-2.339655366817941420e-03,-1.315722876244955208e-01,0.000000000000000000e+00,1.162038087844848633e+00,6.562749147415161133e-01,6.267098188400268555e-01,6.502642631530761719e-01,6.313620209693908691e-01,6.307879090309143066e-01
4.000000000000002859e-02,5.998735421315587457e-01,-4.557139645790631022e-03,5.659110940794502553e-02,0.000000000000000000e+00,-5.683894668912733462e-03,-1.457209887841928453e-01,0.000000000000000000e+00,1.181921601295471191e+00,6.701061725616455078e-01,5.711394548416137695e-01,7.425572872161865234e-01,5.611112713813781738e-01,5.000000000000000000e-01
6.000000000000004635e-02,5.996550039877008853e-01,-7.351437111337566499e-03,9.802575382386689851e-02,0.000000000000000000e+00,-7.696835447165002037e-03,-1.342034458547683717e-01,0.000000000000000000e+00,1.178540110588073730e+00,6.835874319076538086e-01,5.670192837715148926e-01,7.476660013198852539e-01,5.662149786949157715e-01,5.000000000000000000e-01
8.000000000000005718e-02,5.994422145591032924e-01,-8.843966136263980982e-03,1.287907073770271638e-01,0.000000000000000000e+00,-8.016599240628245748e-03,-1.101357222657271956e-01,0.000000000000000000e+00,1.171245098114013672e+00,7.049868106842041016e-01,5.733965039253234863e-01,7.320864200592041016e-01,5.969378352165222168e-01,5.000000000000000000e-01
1.000000000000000749e-01,5.993024680051176611e-01,-8.975878158046068922e-03,1.459989100185804523e-01,0.000000000000000000e+00,-7.447600655531808056e-03,-8.408758026919940787e-02,0.000000000000000000e+00,1.153378725051879883e+00,7.354009151458740234e-01,5.957409143447875977e-01,6.835449337959289551e-01,6.605415940284729004e-01,5.196816921234130859e-01
1.200000000000000927e-01,5.992212970122845483e-01,-8.250812597986323382e-03,1.538020974592233525e-01,0.000000000000000000e+00,-6.768398911267061065e-03,-6.219208930117955947e-02,0.000000000000000000e+00,1.136019706726074219e+00,7.378114461898803711e-01,6.255965232849121094e-01,6.365798115730285645e-01,6.988485455513000488e-01,6.586553454399108887e-01
1.400000000000000966e-01,5.991514844433006859e-01,-7.246582595502093493e-03,1.582230153157458130e-01,0.000000000000000000e+00,-6.363569167190212539e-03,-4.609516482054980269e-02,0.000000000000000000e+00,1.132478475570678711e+00,7.265483736991882324e-01,6.401519775390625000e-01,6.175222396850585938e-01,7.059134244918823242e-01,7.179483771324157715e-01
1.600000000000001144e-01,5.990548746845938410e-01,-6.275129118423705687e-03,1.631334696459731670e-01,0.000000000000000000e+00,-6.298155761916888681e-03,-3.446244471435297441e-02,0.000000000000000000e+00,1.137285709381103516e+00,7.197474837303161621e-01,6.403538584709167480e-01,6.169915795326232910e-01,7.009510397911071777e-01,7.202003598213195801e-01
1.800000000000001321e-01,5.989174086491846349e-01,-5.314064891326519824e-03,1.688501215082891527e-01,0.000000000000000000e+00,-6.466523429733248181e-03,-2.494901706619758255e-02,0.000000000000000000e+00,1.141339898109436035e+00,7.183015346527099609e-01,6.375887393951416016e-01,6.206259727478027344e-01,6.970573067665100098e-01,7.108488678932189941e-01
2.000000000000001499e-01,5.987493451664025468e-01,-4.140074510804059305e-03,1.730571813517796931e-01,0.000000000000000000e+00,-6.694178418752768853e-03,-1.562254356647335175e-02,0.000000000000000000e+00,1.140008568763732910e+00,7.178664803504943848e-01,6.407154202461242676e-01,6.169655919075012207e-01,7.009413838386535645e-01,7.246319651603698730e-01
2.200000000000001676e-01,5.985793683366471551e-01,-2.516075092967196003e-03,1.727203546266051493e-01,0.000000000000000000e+00,-6.809167340307465018e-03,-5.557910152210101401e-03,0.000000000000000000e+00,1.134158968925476074e+00,7.121940851211547852e-01,6.518137454986572266e-01,6.042246818542480469e-01,7.097126245498657227e-01,7.669814825057983398e-01
2.400000000000001854e-01,5.984422089050162041e-01,-3.219759659704446442e-04,1.656582514284209995e-01,0.000000000000000000e+00,-6.700851903449650017e-03,5.238692663875290333e-03,0.000000000000000000e+00,1.128119468688964844e+00,6.973966360092163086e-01,6.667749881744384766e-01,5.883666276931762695e-01,7.160670161247253418e-01,8.000000119209289551e-01
2.600000000000001754e-01,5.983668494747022004e-01,2.413146028822366063e-03,1.511187625262524203e-01,0.000000000000000000e+00,-6.329699256555382236e-03,1.624517087301703688e-02,0.000000000000000000e+00,1.125490903854370117e+00,6.762104630470275879e-01,6.802893280982971191e-01,5.747945308685302734e-01,7.168632745742797852e-01,8.000000119209289551e-01
2.800000000000001932e-01,5.983717318543366748e-01,5.558941662705818576e-03,1.294827021948812551e-01,0.000000000000000000e+00,-5.701695708973567034e-03,2.685947548593861298e-02,0.000000000000000000e+00,1.126819968223571777e+00,6.546801924705505371e-01,6.897081136703491211e-01,5.653086900711059570e-01,7.133423089981079102e-01,8.000000119209289551e-01
3.000000000000002109e-01,5.984683871128135824e-01,8.955357377132933117e-03,1.016464308370090830e-01,0.000000000000000000e+00,-4.836919312850000534e-03,3.663804200893396035e-02,0.000000000000000000e+00,1.131028413772583008e+00,6.363395452499389648e-01,6.949909925460815430e-01,5.596132874488830566e-01,7.074446082115173340e-01,8.000000119209289551e-01
3.200000000000002287e-01,5.986650940401054832e-01,1.245738051560690840e-02,6.853608275930023197e-02,0.000000000000000000e+00,-3.756201749225689980e-03,4.532554424777535812e-02,0.000000000000000000e+00,1.136862397193908691e+00,6.214408874511718750e-01,6.972373127937316895e-01,5.567353963851928711e-01,7.003116011619567871e-01,8.000000119209289551e-01
3.400000000000002465e-01,5.989679896013881955e-01,1.594559834828923606e-02,3.092710441673112917e-02,0.000000000000000000e+00,-2.485034549319769907e-03,5.279375884260699425e-02,0.000000000000000000e+00,1.143432617187500000e+00,6.090170741081237793e-01,6.974608302116394043e-01,5.558801293373107910e-01,6.923004388809204102e-01,8.000000119209289551e-01
3.600000000000002642e-01,5.993789170358453378e-01,1.931386714857313835e-02,-1.048427006066839952e-02,0.000000000000000000e+00,-1.057335776913782182e-03,5.894570482751667478e-02,0.000000000000000000e+00,1.150250792503356934e+00,5.979621410369873047e-01,6.962491869926452637e-01,5.567354559898376465e-01,6.831683516502380371e-01,8.000000119209289551e-01
3.800000000000002820e-01,5.998949099738867252e-01,2.244549010324947691e-02,-5.492824427891484368e-02,0.000000000000000000e+00,4.874137493165179766e-04,6.365706656954216169e-02,0.000000000000000000e+00,1.156954646110534668e+00,5.871683359146118164e-01,6.939373016357421875e-01,5.594776272773742676e-01,6.722201704978942871e-01,8.000000119209289551e-01
4.000000000000002998e-01,6.005060146163243573e-01,2.520404672938814095e-02,-1.014473995970370385e-01,0.000000000000000000e+00,2.097652777101196957e-03,6.678012947807530908e-02,0.000000000000000000e+00,1.163106203079223633e+00,5.755103826522827148e-01,6.908053159713745117e-01,5.646491050720214844e-01,6.584445238113403320e-01,8.000000119209289551e-01
4.200000000000003175e-01,6.011970635189645140e-01,2.744140933377264835e-02,-1.488621113651875105e-01,0.000000000000000000e+00,3.724984784597883819e-03,6.819092838617676899e-02,0.000000000000000000e+00,1.168107509613037109e+00,5.624950528144836426e-01,6.871671676635742188e-01,5.727017521858215332e-01,6.413469314575195312e-01,8.000000119209289551e-01
4.400000000000003353e-01,6.019512310265252575e-01,2.901720479274005893e-02,-1.958229526453746927e-01,0.000000000000000000e+00,5.329733901472588978e-03,6.782758944489186703e-02,0.000000000000000000e+00,1.171413660049438477e+00,5.494058132171630859e-01,6.833393573760986328e-01,5.832104086875915527e-01,6.225335597991943359e-01,8.000000119209289551e-01
4.600000000000003531e-01,6.027552686320267750e-01,2.981779581891041975e-02,-2.409049629655094504e-01,0.000000000000000000e+00,6.896040665670735530e-03,6.571484629287697998e-02,0.000000000000000000e+00,1.173469185829162598e+00,5.384649634361267090e-01,6.792179942131042480e-01,5.952003002166748047e-01,6.047702431678771973e-01,8.000000119209289551e-01
4.800000000000003708e-01,6.036033785676994112e-01,2.976882721988421965e-02,-2.827172697904739573e-01,0.000000000000000000e+00,8.418923274850271046e-03,6.196009901294782102e-02,0.000000000000000000e+00,1.175454854965209961e+00,5.308813452720642090e-01,6.742324829101562500e-01,6.082619428634643555e-01,5.893542766571044922e-01,8.000000119209289551e-01
5.000000000000003331e-01,6.044948394205655884e-01,2.883830830231781661e-02,-3.199967577612358172e-01,0.000000000000000000e+00,9.914191923017937405e-03,5.673899657177847167e-02,0.000000000000000000e+00,1.178157091140747070e+00,5.267210602760314941e-01,6.677677631378173828e-01,6.227080225944519043e-01,5.758212804794311523e-01,7.645425796508789062e-01
5.200000000000003508e-01,6.054407926191283096e-01,2.703551928074554578e-02,-3.516491103210400149e-01,0.000000000000000000e+00,1.141704477569483595e-02,5.027434460261280547e-02,0.000000000000000000e+00,1.181936979293823242e+00,5.259421467781066895e-01,6.593043208122253418e-01,6.389939188957214355e-01,5.633671879768371582e-01,7.200707793235778809e-01
5.400000000000003686e-01,6.064653208324878308e-01,2.440526721076269334e-02,-3.767374312157741878e-01,0.000000000000000000e+00,1.298903763695381103e-02,4.282029832134202907e-02,0.000000000000000000e+00,1.186769604682922363e+00,5.290067791938781738e-01,6.484566330909729004e-01,6.572573184967041016e-01,5.517026782035827637e-01,6.667771339416503906e-01
5.600000000000003864e-01,6.075978319385892945e-01,2.102262971154483795e-02,-3.944402387769823104e-01,0.000000000000000000e+00,1.465210801442276729e-02,3.463202423436972932e-02,0.000000000000000000e+00,1.191952347755432129e+00,5.371273159980773926e-01,6.351820826530456543e-01,6.766908168792724609e-01,5.415216684341430664e-01,6.059693694114685059e-01
5.800000000000004041e-01,6.088570526292639284e-01,1.698293543892087643e-02,-4.040630556193213763e-01,0.000000000000000000e+00,1.644484438818917191e-02,2.597289993846770700e-02,0.000000000000000000e+00,1.196416854858398438e+00,5.515429973602294922e-01,6.201382875442504883e-01,6.956046223640441895e-01,5.341472029685974121e-01,5.422580838203430176e-01
6.000000000000004219e-01,6.102715744496213235e-01,1.240518338758583861e-02,-4.050530861837041696e-01,0.000000000000000000e+00,1.839606520368175513e-02,1.710379405959615989e-02,0.000000000000000000e+00,1.199685215950012207e+00,5.717148184776306152e-01,6.048668026924133301e-01,7.123852372169494629e-01,5.304411649703979492e-01,5.000000000000000000e-01
6.200000000000004396e-01,6.118630314559955208e-01,7.425315582521019309e-03,-3.970432765992039648e-01,0.000000000000000000e+00,2.052270904851615993e-02,8.273587104724972399e-03,0.000000000000000000e+00,1.200000047683715820e+00,5.952537059783935547e-01,5.909810066223144531e-01,7.262224555015563965e-01,5.303909182548522949e-01,5.000000000000000000e-01
6.400000000000004574e-01,6.136500056078116883e-01,2.187449900696136762e-03,-3.799481599225436046e-01,0.000000000000000000e+00,2.283462998964792476e-02,-2.945010106382636716e-04,0.000000000000000000e+00,1.200000047683715820e+00,6.187966465950012207e-01,5.795940756797790527e-01,7.369632720947265625e-01,5.331289768218994141e-01,5.000000000000000000e-01
6.600000000000004752e-01,6.156480304141994653e-01,-3.164731686230159990e-03,-3.539931343088754678e-01,0.000000000000000000e+00,2.533534979256692882e-02,-8.410055121454708751e-03,0.000000000000000000e+00,1.200000047683715820e+00,6.389213800430297852e-01,5.713463425636291504e-01,7.445942163467407227e-01,5.371935367584228516e-01,5.000000000000000000e-01
6.800000000000004929e-01,6.178625738108267651e-01,-8.493333240431555353e-03,-3.196887889751655609e-01,0.000000000000000000e+00,2.800261388865665085e-02,-1.591733255799812966e-02,0.000000000000000000e+00,1.200000047683715820e+00,6.542909145355224609e-01,5.660137534141540527e-01,7.493842840194702148e-01,5.415254831314086914e-01,5.000000000000000000e-01
7.000000000000005107e-01,6.202857612975468671e-01,-1.367233226834946302e-02,-2.777919756749367974e-01,0.000000000000000000e+00,3.080833930757199274e-02,-2.269803347226600349e-02,0.000000000000000000e+00,1.200000047683715820e+00,6.658363342285156250e-01,5.628098249435424805e-01,7.519606947898864746e-01,5.459558963775634766e-01,5.000000000000000000e-01
7.200000000000005285e-01,6.229067945835410347e-01,-1.858782110582546387e-02,-2.292857077567954371e-01,0.000000000000000000e+00,3.372511081169549813e-02,-2.866129672955101959e-02,0.000000000000000000e+00,1.200000047683715820e+00,6.750700473785400391e-01,5.610505342483520508e-01,7.529222965240478516e-01,5.508228540420532227e-01,5.000000000000000000e-01
7.400000000000005462e-01,6.257159645173205886e-01,-2.313163352064601108e-02,-1.753340859535869878e-01,0.000000000000000000e+00,3.673308713211741183e-02,-3.372423116676586535e-02,0.000000000000000000e+00,1.200000047683715820e+00,6.832035779953002930e-01,5.603309869766235352e-01,7.525715827941894531e-01,5.566401481628417969e-01,5.000000000000000000e-01
7.600000000000005640e-01,6.286943037284759006e-01,-2.719424833818051557e-02,-1.172417980203417920e-01,0.000000000000000000e+00,3.977357397885265822e-02,-3.781881553389776496e-02,0.000000000000000000e+00,1.199215650558471680e+00,6.911880373954772949e-01,5.604526400566101074e-01,7.508659362792968750e-01,5.641122460365295410e-01,5.000000000000000000e-01
7.800000000000005818e-01,6.317866240151565060e-01,-3.066437622008705288e-02,-5.639775752728032332e-02,0.000000000000000000e+00,4.276755889379958014e-02,-4.086662144502153926e-02,0.000000000000000000e+00,1.195477485656738281e+00,6.999977827072143555e-01,5.613630414009094238e-01,7.474406361579895020e-01,5.742988586425781250e-01,5.000000000000000000e-01
8.000000000000005995e-01,6.349418755461294639e-01,-3.342675627852115250e-02,5.771350539351953468e-03,0.000000000000000000e+00,4.566579362687289700e-02,-4.281308661950004868e-02,0.000000000000000000e+00,1.190146088600158691e+00,7.106369137763977051e-01,5.631417036056518555e-01,7.417336702346801758e-01,5.884847044944763184e-01,5.000000000000000000e-01
8.200000000000006173e-01,6.381247791229318622e-01,-3.538632502799349266e-02,6.780987643488554928e-02,0.000000000000000000e+00,4.843982943674502578e-02,-4.363807827032774311e-02,0.000000000000000000e+00,1.183110952377319336e+00,7.232591509819030762e-01,5.659708976745605469e-01,7.335174083709716797e-01,6.068822145462036133e-01,5.000000000000000000e-01
