time,x,y,yaw,reward,velocity_x,velocity_y,steady_state,frequency,phase_lag_1,phase_lag_2,phase_lag_3,phase_lag_4,phase_lag_5
2.000000000000001082e-02,2.399978887475220812e+00,-1.913068013356722386e-03,2.130674362486294909e-02,0.000000000000000000e+00,-3.647061046067311477e-03,-1.681156405557439892e-01,0.000000000000000000e+00,-1.000000000000000000e+00,5.827952027320861816e-01,5.396198630332946777e-01,6.279101967811584473e-01,6.456038951873779297e-01,6.118628978729248047e-01
4.000000000000002859e-02,2.399822530878506388e+00,-5.752975973742580074e-03,6.296146051655156228e-02,0.000000000000000000e+00,-7.418107686003838977e-03,-1.808817071824275757e-01,0.000000000000000000e+00,-1.000000000000000000e+00,5.334278345108032227e-01,5.644111037254333496e-01,6.505498290061950684e-01,6.443930864334106445e-01,6.218128204345703125e-01
6.000000000000004635e-02,2.399608989885727350e+00,-8.979594777126453931e-03,9.508742758393311234e-02,0.000000000000000000e+00,-7.602478498010534040e-03,-1.600096411279603725e-01,0.000000000000000000e+00,-1.000353813171386719e+00,5.334379076957702637e-01,5.699042677879333496e-01,6.549381613731384277e-01,6.438491940498352051e-01,6.250591874122619629e-01
8.000000000000005718e-02,2.399554925983422127e+00,-1.030627371985931573e-02,1.024043895933219733e-01,0.000000000000000000e+00,-5.091430472237134033e-03,-1.239142370480622729e-01,0.000000000000000000e+00,-1.000000000000000000e+00,5.451030731201171875e-01,5.609962940216064453e-01,6.519678235054016113e-01,6.429806947708129883e-01,6.243100166320800781e-01
1.000000000000000749e-01,2.399646009109213551e+00,-9.819984348007793074e-03,8.577060498008490241e-02,0.000000000000000000e+00,-3.207964946811013053e-03,-8.791901736249060906e-02,0.000000000000000000e+00,-1.000000000000000000e+00,5.826613903045654297e-01,5.514624714851379395e-01,6.485810875892639160e-01,6.408334970474243164e-01,6.256057024002075195e-01
1.200000000000000927e-01,2.399640916273462210e+00,-8.413660455849514275e-03,5.500449000512859510e-02,0.000000000000000000e+00,-3.736808755975952728e-03,-6.050797771516779749e-02,0.000000000000000000e+00,-1.000000000000000000e+00,6.048762202262878418e-01,5.479145646095275879e-01,6.460513472557067871e-01,6.422778964042663574e-01,6.249849200248718262e-01
1.400000000000000966e-01,2.399362856736100280e+00,-6.998053386419067490e-03,2.059291681983220837e-02,0.000000000000000000e+00,-6.255311143935218289e-03,-4.309165883026955940e-02,0.000000000000000000e+00,-1.000000000000000000e+00,6.103903651237487793e-01,5.484246015548706055e-01,6.468178033828735352e-01,6.434440612792968750e-01,6.253918409347534180e-01
1.600000000000001144e-01,2.398806762166370898e+00,-6.004101547105955561e-03,-1.166465888597341752e-02,0.000000000000000000e+00,-9.659081315566704629e-03,-3.283944554862677084e-02,0.000000000000000000e+00,-1.000000000000000000e+00,6.095253229141235352e-01,5.508575439453125000e-01,6.492772698402404785e-01,6.434984207153320312e-01,6.272719502449035645e-01
1.800000000000001321e-01,2.398053201746705554e+00,-5.345100593166285385e-03,-4.167166867756892656e-02,0.000000000000000000e+00,-1.316742433730779503e-02,-2.583170960312648062e-02,0.000000000000000000e+00,-1.000000000000000000e+00,6.066824793815612793e-01,5.513538122177124023e-01,6.500734686851501465e-01,6.436048150062561035e-01,6.274633407592773438e-01
2.000000000000001499e-01,2.397174649901129939e+00,-4.658952149969752821e-03,-7.275797418804179351e-02,0.000000000000000000e+00,-1.649066459502930918e-02,-1.910700123443317272e-02,0.000000000000000000e+00,-1.000000000000000000e+00,6.056967377662658691e-01,5.481564402580261230e-01,6.477754712104797363e-01,6.444458961486816406e-01,6.246089935302734375e-01
2.200000000000001676e-01,2.396197730945249127e+00,-3.596873807987621685e-03,-1.085303346152669407e-01,0.000000000000000000e+00,-1.966713728436167083e-02,-1.136092588456773071e-02,0.000000000000000000e+00,-1.000000000000000000e+00,6.080095767974853516e-01,5.426532030105590820e-01,6.432226896286010742e-01,6.460837125778198242e-01,6.198210120201110840e-01
