video_name,direction,command_type,command_value,command_unit,fps,frame_count,duration_s,px_per_m,detected_frame_count,detection_rate,fit_kind,measured_radius_m,measured_yaw_rate_rad_s,measured_yaw_rate_abs_rad_s,commanded_metric,commanded_value,measured_value,error,abs_error,percent_error,circle_rmse_m,arc_angle_deg,path_length_px,path_length_m,net_displacement_px,net_displacement_m,straight_speed_m_s,straight_speed_source,straight_tracked_net_speed_m_s,straight_tracked_path_speed_m_s,straight_fit_x_slope_px_s,straight_fit_y_slope_px_s,straight_measurement_start_s,straight_measurement_requested_start_s,straight_measurement_seconds,straight_measurement_end_s,straight_measurement_frame_count,metric_start_s,metric_end_s,turn_trim_last_seconds,turn_start_seconds
stirng_trimmed_before_wall.mp4,stirng,unknown,,,30.0,480,16.0,269.2105609870623,480,1.0,straight,,,,,,,,,,,,721.789233962968,2.6811326840838743,595.8013572900053,2.2131425866262293,0.16868822716470078,linear_fit_of_red_marker_center_in_steady_window,0.17020550361636147,0.194227408604588,45.41125215057078,-0.3566006641409342,4.0,4.0,12.0,12.0,241,,,,
