Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.062748,2.5587E-16,0.00026796,0,0,0,0.083903,4.3479E-05,-1.3947E-21,5.4417E-08,9.8485E-05,-3.0251E-23,9.6089E-05,0,0,0,0,0,0,package://eel_urdf/meshes/base_link.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://eel_urdf/meshes/base_link.STL,,lib_tail-1;head-1;glass-4;lx_224_lib-1,body_0,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
servo1,-0.01159,-6.9584E-08,-0.025118,0,0,0,0.11323,3.6169E-05,-4.7019E-10,-1.6398E-07,6.3328E-05,-4.8085E-12,5.9619E-05,0,0,0,0,0,0,package://eel_urdf/meshes/servo1.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://eel_urdf/meshes/servo1.STL,,lx_224_arm-1;LX-224.step-1,servo1,x1,servo1,continuous,-0.035,0,0.025706,0,0,0,base_link,0,0,1,0,0,0,0,,,,,,,,
servo2,-0.01159,-6.9584E-08,-0.025118,0,0,0,0.11323,3.6169E-05,-4.7019E-10,-1.6398E-07,6.3328E-05,-4.8085E-12,5.9619E-05,0,0,0,0,0,0,package://eel_urdf/meshes/servo2.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://eel_urdf/meshes/servo2.STL,,lx_224_arm-6;LX-224.step-8,servo2,x2,servo2,continuous,-0.072,0,0,0,0,0,servo1,0,0,1,0,0,0,0,,,,,,,,
servo3,-0.01159,-6.9584E-08,-0.025118,0,0,0,0.11323,3.6169E-05,-4.7019E-10,-1.6398E-07,6.3328E-05,-4.8085E-12,5.9619E-05,0,0,0,0,0,0,package://eel_urdf/meshes/servo3.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://eel_urdf/meshes/servo3.STL,,lx_224_arm-7;LX-224.step-9,servo3,x3,servo3,continuous,-0.072,0,0,0,0,0,servo2,0,0,1,0,0,0,0,,,,,,,,
servo4,-0.01159,-6.9584E-08,-0.025118,0,0,0,0.11323,3.6169E-05,-4.7019E-10,-1.6398E-07,6.3328E-05,-4.8085E-12,5.9619E-05,0,0,0,0,0,0,package://eel_urdf/meshes/servo4.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://eel_urdf/meshes/servo4.STL,,lx_224_arm-8;LX-224.step-10,servo4,x4,servo4,continuous,-0.072,0,0,0,0,0,servo3,0,0,1,0,0,0,0,,,,,,,,
servo5,-0.01159,-6.9584E-08,-0.025118,0,0,0,0.11323,3.6169E-05,-4.7019E-10,-1.6398E-07,6.3328E-05,-4.8085E-12,5.9619E-05,0,0,0,0,0,0,package://eel_urdf/meshes/servo5.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://eel_urdf/meshes/servo5.STL,,lx_224_arm-9;LX-224.step-11,servo5,x5,servo5,continuous,-0.072,0,0,0,0,0,servo4,0,0,1,0,0,0,0,,,,,,,,
servo6,-0.013811,2.5153E-17,-0.025129,0,0,0,0.11626,3.5103E-05,2.7809E-20,-3.1447E-07,8.4443E-05,1.5836E-20,8.1511E-05,0,0,0,0,0,0,package://eel_urdf/meshes/servo6.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://eel_urdf/meshes/servo6.STL,,lx_224_tailSLDPRT-1;LX-224.step-7,serov6,x6,servo6,continuous,-0.072,0,0,0,0,0,servo5,0,0,1,0,0,0,0,,,,,,,,
