time,x,y,yaw,reward,velocity_x,velocity_y,steady_state,frequency,phase_lag_1,phase_lag_2,phase_lag_3,phase_lag_4,phase_lag_5
2.000000000000001082e-02,5.999868732728119713e-01,-1.475517434527284788e-03,1.736177218617990237e-02,0.000000000000000000e+00,-2.342372211223520562e-03,-1.315995386457078364e-01,0.000000000000000000e+00,1.181191921234130859e+00,6.625064611434936523e-01,6.857459545135498047e-01,5.693184137344360352e-01,6.530714631080627441e-01,6.209154725074768066e-01
4.000000000000002859e-02,5.998733637470787805e-01,-4.557703143107216803e-03,5.663164004886855202e-02,0.000000000000000000e+00,-5.691043735958073793e-03,-1.457330481779934295e-01,0.000000000000000000e+00,1.154573917388916016e+00,6.795430183410644531e-01,7.120345830917358398e-01,6.321259737014770508e-01,5.943486690521240234e-01,6.261090040206909180e-01
6.000000000000004635e-02,5.996548565121467833e-01,-7.351915493420679848e-03,9.804984163180374690e-02,0.000000000000000000e+00,-7.692894997912952393e-03,-1.342164781225501924e-01,0.000000000000000000e+00,1.159145474433898926e+00,6.806262135505676270e-01,7.287662029266357422e-01,6.346605420112609863e-01,5.877899527549743652e-01,6.135965585708618164e-01
8.000000000000005718e-02,5.994433331864139625e-01,-8.845626775013271104e-03,1.287511060093552984e-01,0.000000000000000000e+00,-7.989576736610321320e-03,-1.101699661330270974e-01,0.000000000000000000e+00,1.179462909698486328e+00,6.763834953308105469e-01,7.448963522911071777e-01,6.144719123840332031e-01,5.962852239608764648e-01,5.962278246879577637e-01
1.000000000000000749e-01,5.993055188930723753e-01,-8.978027463074855774e-03,1.459007727064036697e-01,0.000000000000000000e+00,-7.411567771505755964e-03,-8.408437880240345053e-02,0.000000000000000000e+00,1.197784066200256348e+00,6.660672426223754883e-01,7.467468380928039551e-01,5.827666521072387695e-01,6.225425004959106445e-01,5.835842490196228027e-01
1.200000000000000927e-01,5.992244468373656430e-01,-8.240908278006109366e-03,1.536404330682720476e-01,0.000000000000000000e+00,-6.750560007651422965e-03,-6.198915378454414316e-02,0.000000000000000000e+00,1.200000047683715820e+00,6.578502655029296875e-01,7.347504496574401855e-01,5.542476177215576172e-01,6.516327857971191406e-01,5.794873237609863281e-01
1.400000000000000966e-01,5.991518269860370838e-01,-7.195525624180021396e-03,1.578543582046786076e-01,0.000000000000000000e+00,-6.374995294565315336e-03,-4.549090822753960178e-02,0.000000000000000000e+00,1.200000047683715820e+00,6.555076837539672852e-01,7.236729860305786133e-01,5.412034988403320312e-01,6.655935049057006836e-01,5.824621915817260742e-01
1.600000000000001144e-01,5.990517882887361756e-01,-6.142642778836748807e-03,1.622132872974790530e-01,0.000000000000000000e+00,-6.322972149435948479e-03,-3.329129465533902515e-02,0.000000000000000000e+00,1.200000047683715820e+00,6.562985777854919434e-01,7.185517549514770508e-01,5.374240279197692871e-01,6.686177253723144531e-01,5.861626863479614258e-01
1.800000000000001321e-01,5.989145143344533073e-01,-5.058434791248178630e-03,1.668808960438713240e-01,0.000000000000000000e+00,-6.469498947023311942e-03,-2.311710507730625752e-02,0.000000000000000000e+00,1.200000047683715820e+00,6.572269797325134277e-01,7.174184918403625488e-01,5.354197025299072266e-01,6.690063476562500000e-01,5.876325964927673340e-01
2.000000000000001499e-01,5.987542692650893450e-01,-3.725316638210796061e-03,1.694804701068561570e-01,0.000000000000000000e+00,-6.633203421019415354e-03,-1.310147827363892202e-02,0.000000000000000000e+00,1.200000047683715820e+00,6.566129922866821289e-01,7.156935334205627441e-01,5.301308631896972656e-01,6.731141209602355957e-01,5.875066518783569336e-01
2.200000000000001676e-01,5.986017226957672799e-01,-1.913505701427953287e-03,1.669687793736368275e-01,0.000000000000000000e+00,-6.652585142518283555e-03,-2.356364523960352217e-03,0.000000000000000000e+00,1.200000047683715820e+00,6.547845005989074707e-01,7.098702788352966309e-01,5.211634635925292969e-01,6.821464896202087402e-01,5.884072780609130859e-01
2.400000000000001854e-01,5.984912587505454296e-01,4.911108710178302417e-04,1.571501300325686967e-01,0.000000000000000000e+00,-6.428653576850987435e-03,9.088766713410948231e-03,0.000000000000000000e+00,1.200000047683715820e+00,6.530499458312988281e-01,6.992070078849792480e-01,5.118518471717834473e-01,6.930924057960510254e-01,5.929644107818603516e-01
2.600000000000001754e-01,5.984505375403379457e-01,3.451774941775898053e-03,1.392500250648659177e-01,0.000000000000000000e+00,-5.931059793960239378e-03,2.068013005821352918e-02,0.000000000000000000e+00,1.200000047683715820e+00,6.521003842353820801e-01,6.847695708274841309e-01,5.052882432937622070e-01,7.030516266822814941e-01,6.020529866218566895e-01
2.800000000000001932e-01,5.984977984439939780e-01,6.823956068788938900e-03,1.136850292206861568e-01,0.000000000000000000e+00,-5.165244480988187038e-03,3.176238944846819512e-02,0.000000000000000000e+00,1.200000047683715820e+00,6.518088579177856445e-01,6.679152846336364746e-01,5.025282502174377441e-01,7.110636234283447266e-01,6.150000095367431641e-01
