mode,direction,target,run_count,group_csv
radius,straight,0.0,10,C:\Users\ytyla\Documents\GitHub\robot_eel\mujoco_simulation\outputs\csv_png\w100_ew08_a20_targetv17_ppo_free_swim_freq_phase_free_swim_reward_summary\paper_reward_radius_straight_0p0.csv
