frame,time_s,point,x,y,area
16,0.5333333333333333,2,640.3888888888889,218.1851851851852,54
16,0.5333333333333333,3,622.2,224.86666666666667,30
16,0.5333333333333333,4,602.1272727272727,224.56363636363636,55
16,0.5333333333333333,5,582.4,221.6,15
16,0.5333333333333333,6,561.8863636363636,214.0,44
17,0.5666666666666667,0,680.8133333333334,204.52,75
17,0.5666666666666667,1,660.3148148148148,209.92592592592592,54
17,0.5666666666666667,2,640.2272727272727,219.3181818181818,44
17,0.5666666666666667,3,622.2083333333334,226.625,24
17,0.5666666666666667,4,601.3392857142857,226.19642857142858,56
17,0.5666666666666667,5,582.6111111111111,220.77777777777777,18
17,0.5666666666666667,6,563.5,212.5,24
18,0.6,0,679.9516129032259,203.25806451612902,62
18,0.6,1,660.2272727272727,211.3181818181818,44
18,0.6,2,640.4137931034483,222.39655172413794,58
18,0.6,3,622.36,227.6,25
18,0.6,4,601.9298245614035,226.3684210526316,57
18,0.6,5,582.9090909090909,220.0909090909091,22
18,0.6,6,562.9193548387096,212.51612903225808,62
19,0.6333333333333333,0,679.6491228070175,202.56140350877192,57
19,0.6333333333333333,1,660.1,212.56666666666666,60
19,0.6333333333333333,2,641.4769230769231,223.8,65
19,0.6333333333333333,3,623.1111111111111,228.55555555555554,27
19,0.6333333333333333,4,602.1607142857143,226.08928571428572,56
19,0.6333333333333333,5,583.5,219.125,16
19,0.6333333333333333,6,563.1463414634146,212.4390243902439,41
20,0.6666666666666666,0,678.5,202.72413793103448,58
20,0.6666666666666666,1,660.4852941176471,214.83823529411765,68
20,0.6666666666666666,2,641.9824561403509,224.59649122807016,57
20,0.6666666666666666,3,623.5454545454545,229.42424242424244,33
20,0.6666666666666666,4,602.4626865671642,225.44776119402985,67
20,0.6666666666666666,5,584.5,218.5,16
20,0.6666666666666666,6,563.6333333333333,211.93333333333334,30
21,0.7,0,678.4651162790698,203.11627906976744,43
21,0.7,1,661.1506849315068,216.013698630137,73
21,0.7,2,642.271186440678,226.08474576271186,59
21,0.7,3,623.4444444444445,229.2962962962963,27
21,0.7,4,602.9791666666666,223.77083333333334,48
21,0.7,5,584.5,216.5,16
21,0.7,6,563.5,211.68421052631578,38
22,0.7333333333333333,0,679.1025641025641,204.28205128205127,39
22,0.7333333333333333,1,662.1228070175439,216.4561403508772,57
22,0.7333333333333333,2,642.3333333333334,226.2280701754386,57
22,0.7333333333333333,3,623.25,227.75,32
22,0.7333333333333333,4,602.8867924528302,222.41509433962264,53
22,0.7333333333333333,5,584.15,216.15,20
22,0.7333333333333333,6,563.5641025641025,211.97435897435898,39
23,0.7666666666666667,0,680.2553191489362,205.48936170212767,47
23,0.7666666666666667,1,662.195652173913,217.17391304347825,46
23,0.7666666666666667,2,642.0416666666666,224.97916666666666,48
23,0.7666666666666667,3,621.5,226.30769230769232,26
23,0.7666666666666667,4,602.2452830188679,220.79245283018867,53
23,0.7666666666666667,5,582.6111111111111,214.77777777777777,18
23,0.7666666666666667,6,562.4444444444445,212.86666666666667,45
24,0.8,0,681.2340425531914,207.85106382978722,47
24,0.8,1,661.8679245283018,218.43396226415095,53
24,0.8,2,640.3571428571429,224.03571428571428,56
24,0.8,3,621.4444444444445,224.22222222222223,27
24,0.8,4,601.475,218.95,40
24,0.8,5,582.0526315789474,214.05263157894737,19
24,0.8,6,559.9615384615385,214.1153846153846,52
25,0.8333333333333334,0,682.2537313432836,209.82089552238807,67
25,0.8333333333333334,1,661.2127659574468,218.3404255319149,47
25,0.8333333333333334,2,639.2115384615385,222.28846153846155,52
25,0.8333333333333334,3,619.4594594594595,222.43243243243242,37
25,0.8333333333333334,4,600.5,216.5,48
25,0.8333333333333334,5,580.1428571428571,212.8095238095238,21
25,0.8333333333333334,6,559.6666666666666,216.16666666666666,48
26,0.8666666666666667,0,682.1333333333333,212.56666666666666,60
26,0.8666666666666667,1,660.1090909090909,219.14545454545456,55
26,0.8666666666666667,2,638.24,220.76,50
26,0.8666666666666667,3,619.1612903225806,219.67741935483872,31
26,0.8666666666666667,4,599.0196078431372,214.37254901960785,51
26,0.8666666666666667,5,579.3913043478261,212.56521739130434,23
26,0.8666666666666667,6,558.5,217.78571428571428,56
27,0.9,0,681.463768115942,215.15942028985506,69
27,0.9,1,659.3333333333334,219.2941176470588,51
27,0.9,2,636.6875,219.4375,48
27,0.9,3,617.6969696969697,217.6969696969697,33
27,0.9,4,598.204081632653,212.9795918367347,49
27,0.9,5,577.6086956521739,212.56521739130434,23
27,0.9,6,557.9245283018868,219.88679245283018,53
28,0.9333333333333333,0,680.5949367088608,217.21518987341773,79
28,0.9333333333333333,1,658.0714285714286,218.5,56
28,0.9333333333333333,2,636.1304347826087,217.15217391304347,46
28,0.9333333333333333,3,616.8064516129032,215.4516129032258,31
28,0.9333333333333333,4,596.8181818181819,211.5,44
28,0.9333333333333333,5,576.483870967742,212.29032258064515,31
28,0.9333333333333333,6,556.952380952381,221.64285714285714,42
29,0.9666666666666667,0,679.609375,219.140625,64
29,0.9666666666666667,1,656.7941176470588,218.44117647058823,68
29,0.9666666666666667,2,635.2307692307693,214.74358974358975,39
29,0.9666666666666667,3,615.4242424242424,212.93939393939394,33
29,0.9666666666666667,4,595.9433962264151,210.33962264150944,53
29,0.9666666666666667,5,575.3666666666667,213.06666666666666,30
29,0.9666666666666667,6,556.54,222.92,50
30,1.0,0,678.1666666666666,220.62962962962962,54
30,1.0,1,655.9464285714286,217.30357142857142,56
30,1.0,2,634.2549019607843,212.31372549019608,51
30,1.0,3,614.9117647058823,210.64705882352942,34
30,1.0,4,594.7708333333334,208.4375,48
30,1.0,5,574.5,212.5,16
30,1.0,6,557.0196078431372,224.54901960784315,51
31,1.0333333333333334,0,676.2641509433962,222.11320754716982,53
31,1.0333333333333334,1,654.6307692307693,216.5076923076923,65
31,1.0333333333333334,2,633.8,210.22,50
31,1.0333333333333334,3,613.6176470588235,208.35294117647058,34
31,1.0333333333333334,4,594.3658536585366,207.390243902439,41
31,1.0333333333333334,5,574.1052631578947,212.57894736842104,19
31,1.0333333333333334,6,557.6857142857143,225.88571428571427,35
32,1.0666666666666667,0,674.3,222.88,50
32,1.0666666666666667,1,653.9855072463768,215.1159420289855,69
32,1.0666666666666667,2,633.0,208.33333333333334,48
32,1.0666666666666667,3,613.5555555555555,206.22222222222223,27
32,1.0666666666666667,4,593.6,206.4,45
32,1.0666666666666667,5,573.76,213.12,25
32,1.0666666666666667,6,558.1219512195122,227.34146341463415,41
33,1.1,0,672.3809523809524,222.97619047619048,42
33,1.1,1,653.0277777777778,214.09722222222223,72
33,1.1,2,633.0416666666666,206.25,48
33,1.1,3,613.375,204.875,32
33,1.1,4,593.2307692307693,205.53846153846155,39
33,1.1,5,573.9,212.7,20
33,1.1,6,558.8888888888889,227.38888888888889,36
34,1.1333333333333333,0,671.25,224.04166666666666,48
34,1.1333333333333333,1,652.8507462686567,212.82089552238807,67
34,1.1333333333333333,2,632.804347826087,204.45652173913044,46
34,1.1333333333333333,3,613.2432432432432,203.43243243243242,37
34,1.1333333333333333,4,592.9714285714285,205.31428571428572,35
34,1.1333333333333333,5,574.6428571428571,213.71428571428572,14
34,1.1333333333333333,6,558.6111111111111,228.37037037037038,54
35,1.1666666666666667,0,669.7333333333333,224.06666666666666,45
35,1.1666666666666667,1,652.4677419354839,211.09677419354838,62
35,1.1666666666666667,2,632.8196721311475,202.85245901639345,61
35,1.1666666666666667,3,612.8666666666667,202.22222222222223,45
35,1.1666666666666667,4,593.3030303030303,205.3030303030303,33
35,1.1666666666666667,5,575.6086956521739,214.56521739130434,23
35,1.1666666666666667,6,560.6666666666666,229.30555555555554,36
36,1.2,0,668.1395348837209,223.46511627906978,43
36,1.2,1,653.1756756756756,209.05405405405406,74
36,1.2,2,633.3863636363636,200.20454545454547,44
36,1.2,3,613.2,201.1,30
36,1.2,4,593.8857142857142,205.68571428571428,35
36,1.2,5,575.6538461538462,216.15384615384616,26
36,1.2,6,560.8846153846154,229.5,52
37,1.2333333333333334,0,666.9705882352941,222.0,34
37,1.2333333333333334,1,654.1833333333333,206.81666666666666,60
37,1.2333333333333334,2,633.6326530612245,198.9387755102041,49
37,1.2333333333333334,3,613.6666666666666,200.78571428571428,42
37,1.2333333333333334,4,594.7105263157895,206.68421052631578,38
37,1.2333333333333334,5,577.0,217.08333333333334,24
37,1.2333333333333334,6,560.0727272727273,230.70909090909092,55
38,1.2666666666666666,0,666.5,221.5,48
38,1.2666666666666666,1,654.2903225806451,206.03225806451613,62
38,1.2666666666666666,2,633.4666666666667,198.11111111111111,45
38,1.2666666666666666,3,613.5,201.5,36
38,1.2666666666666666,4,595.15,207.6,40
38,1.2666666666666666,5,577.4285714285714,218.28571428571428,21
38,1.2666666666666666,6,560.3181818181819,231.04545454545453,44
39,1.3,0,668.0714285714286,220.5,56
39,1.3,1,654.344262295082,204.55737704918033,61
39,1.3,2,632.9777777777778,198.46666666666667,45
39,1.3,3,612.5208333333334,202.58333333333334,48
39,1.3,4,594.8,209.45714285714286,35
39,1.3,5,577.0,219.59259259259258,27
39,1.3,6,558.7073170731708,230.90243902439025,41
40,1.3333333333333333,0,669.64,218.54,50
40,1.3333333333333333,1,653.921875,204.015625,64
40,1.3333333333333333,2,632.3829787234042,199.61702127659575,47
40,1.3333333333333333,3,612.804347826087,204.6086956521739,46
40,1.3333333333333333,4,593.5,211.5,36
40,1.3333333333333333,5,575.5,220.5,24
40,1.3333333333333333,6,555.7352941176471,230.3235294117647,68
41,1.3666666666666667,0,670.15,216.63333333333333,60
41,1.3666666666666667,1,653.5942028985507,203.42028985507247,69
41,1.3666666666666667,2,631.4888888888889,200.66666666666666,45
41,1.3666666666666667,3,612.0444444444445,207.13333333333333,45
41,1.3666666666666667,4,593.1555555555556,214.11111111111111,45
41,1.3666666666666667,5,573.8095238095239,220.66666666666666,21
41,1.3666666666666667,6,555.6086956521739,229.30434782608697,23
42,1.4,0,671.0135135135135,214.83783783783784,74
42,1.4,1,652.85,202.66666666666666,60
42,1.4,2,630.2115384615385,202.34615384615384,52
42,1.4,3,611.3,209.9,40
42,1.4,4,592.195652173913,215.17391304347825,46
42,1.4,5,573.3571428571429,222.14285714285714,28
42,1.4,6,552.8363636363637,228.3272727272727,55
43,1.4333333333333333,0,671.0,213.4,80
43,1.4333333333333333,1,651.9152542372881,202.33898305084745,59
43,1.4333333333333333,2,629.7560975609756,203.29268292682926,41
43,1.4333333333333333,3,610.939393939394,211.15151515151516,33
43,1.4333333333333333,4,591.8,216.65714285714284,35
43,1.4333333333333333,5,572.2222222222222,222.38888888888889,18
43,1.4333333333333333,6,552.2826086956521,227.17391304347825,46
44,1.4666666666666666,0,671.6285714285714,211.04285714285714,70
44,1.4666666666666666,1,650.3833333333333,202.25,60
44,1.4666666666666666,2,628.3673469387755,205.81632653061226,49
44,1.4666666666666666,3,610.3809523809524,213.21428571428572,42
44,1.4666666666666666,4,590.8,217.77777777777777,45
44,1.4666666666666666,5,571.12,221.4,25
44,1.4666666666666666,6,550.6,225.34,50
45,1.5,0,671.9032258064516,208.6290322580645,62
45,1.5,1,649.8524590163935,202.62295081967213,61
45,1.5,2,628.1224489795918,207.40816326530611,49
45,1.5,3,609.5,215.5,36
45,1.5,4,590.0833333333334,219.95833333333334,48
45,1.5,5,569.6818181818181,221.0909090909091,22
45,1.5,6,548.7111111111111,223.64444444444445,45
46,1.5333333333333334,0,671.0125,207.3,80
46,1.5333333333333334,1,648.2777777777778,202.72222222222223,54
46,1.5333333333333334,2,626.8297872340426,210.0,47
46,1.5333333333333334,3,609.6969696969697,217.6969696969697,33
46,1.5333333333333334,4,589.2830188679245,222.0754716981132,53
46,1.5333333333333334,5,569.4117647058823,220.94117647058823,17
46,1.5333333333333334,6,548.7234042553191,221.89361702127658,47
47,1.5666666666666667,0,670.4237288135594,205.01694915254237,59
47,1.5666666666666667,1,647.6515151515151,204.3030303030303,66
47,1.5666666666666667,2,626.5744680851063,211.82978723404256,47
47,1.5666666666666667,3,608.9117647058823,220.05882352941177,34
47,1.5666666666666667,4,588.2758620689655,222.67241379310346,58
47,1.5666666666666667,5,569.3181818181819,221.36363636363637,22
47,1.5666666666666667,6,548.1666666666666,220.0952380952381,42
48,1.6,0,668.925925925926,204.27777777777777,54
48,1.6,1,646.7741935483871,204.79032258064515,62
48,1.6,2,626.3076923076923,214.28846153846155,52
48,1.6,3,608.71875,221.5,32
48,1.6,4,588.3793103448276,224.1206896551724,58
48,1.6,5,568.85,221.75,20
48,1.6,6,548.2857142857143,218.40816326530611,49
49,1.6333333333333333,0,668.2777777777778,202.62962962962962,54
49,1.6333333333333333,1,646.4516129032259,206.2741935483871,62
49,1.6333333333333333,2,626.2857142857143,215.9387755102041,49
49,1.6333333333333333,3,609.1071428571429,222.75,28
49,1.6333333333333333,4,588.3454545454546,224.5818181818182,55
49,1.6333333333333333,5,569.421052631579,221.68421052631578,19
49,1.6333333333333333,6,547.8333333333334,217.5,48
50,1.6666666666666667,0,667.6491228070175,201.35087719298247,57
50,1.6666666666666667,1,646.1911764705883,207.63235294117646,68
50,1.6666666666666667,2,626.6122448979592,217.9591836734694,49
50,1.6666666666666667,3,609.2142857142857,224.92857142857142,28
50,1.6666666666666667,4,588.3898305084746,225.54237288135593,59
50,1.6666666666666667,5,568.6842105263158,220.94736842105263,19
50,1.6666666666666667,6,548.6666666666666,215.9777777777778,45
51,1.7,0,666.4626865671642,201.67164179104478,67
51,1.7,1,645.939393939394,208.8939393939394,66
51,1.7,2,626.6792452830189,219.0188679245283,53
51,1.7,3,609.4137931034483,226.06896551724137,29
51,1.7,4,588.2142857142857,226.07142857142858,56
51,1.7,5,569.0666666666667,220.86666666666667,15
51,1.7,6,549.3529411764706,215.38235294117646,34
52,1.7333333333333334,0,666.5,201.8095238095238,42
52,1.7333333333333334,1,646.4736842105264,210.24561403508773,57
52,1.7333333333333334,2,627.3548387096774,220.82258064516128,62
52,1.7333333333333334,3,609.3030303030303,227.3030303030303,33
52,1.7333333333333334,4,588.8571428571429,226.14285714285714,49
52,1.7333333333333334,5,570.047619047619,220.1904761904762,21
52,1.7333333333333334,6,549.5581395348837,214.5581395348837,43
53,1.7666666666666666,0,665.78125,201.375,32
53,1.7666666666666666,1,647.1063829787234,212.14893617021278,47
53,1.7666666666666666,2,628.1923076923077,222.75,52
53,1.7666666666666666,3,609.3823529411765,227.64705882352942,34
53,1.7666666666666666,4,588.741935483871,225.32258064516128,62
53,1.7666666666666666,5,570.6111111111111,218.77777777777777,18
53,1.7666666666666666,6,550.05,213.525,40
54,1.8,0,665.3333333333334,201.88095238095238,42
54,1.8,1,648.0727272727273,214.3272727272727,55
54,1.8,2,628.5,224.9142857142857,70
54,1.8,3,609.6206896551724,227.72413793103448,29
54,1.8,4,589.0,224.35185185185185,54
54,1.8,5,570.6111111111111,217.77777777777777,18
54,1.8,6,550.9714285714285,213.22857142857143,35
55,1.8333333333333333,0,664.8214285714286,202.51785714285714,56
55,1.8333333333333333,1,648.5116279069767,215.06976744186048,43
55,1.8333333333333333,2,628.4615384615385,225.44615384615383,65
55,1.8333333333333333,3,610.074074074074,227.55555555555554,27
55,1.8333333333333333,4,589.2941176470588,222.52941176470588,51
55,1.8333333333333333,5,570.7777777777778,216.61111111111111,18
55,1.8333333333333333,6,550.3333333333334,212.84444444444443,45
56,1.8666666666666667,0,666.0384615384615,204.23076923076923,52
56,1.8666666666666667,1,648.56,215.9,50
56,1.8666666666666667,2,628.1016949152543,224.61016949152543,59
56,1.8666666666666667,3,609.5,226.30769230769232,26
56,1.8666666666666667,4,588.6034482758621,220.82758620689654,58
56,1.8666666666666667,5,570.0625,214.8125,16
56,1.8666666666666667,6,548.7608695652174,213.82608695652175,46
57,1.9,0,666.8367346938776,205.85714285714286,49
57,1.9,1,647.7826086956521,216.15217391304347,46
57,1.9,2,626.622641509434,223.58490566037736,53
57,1.9,3,607.9642857142857,224.67857142857142,28
57,1.9,4,588.1666666666666,218.62962962962962,54
57,1.9,5,568.421052631579,214.10526315789474,19
57,1.9,6,547.4634146341464,214.4390243902439,41
58,1.9333333333333333,0,668.1020408163265,208.0204081632653,49
58,1.9333333333333333,1,647.2777777777778,217.02777777777777,36
58,1.9333333333333333,2,626.1730769230769,221.6346153846154,52
58,1.9333333333333333,3,606.5454545454545,221.87878787878788,33
58,1.9333333333333333,4,586.5892857142857,216.98214285714286,56
58,1.9333333333333333,5,567.3,212.75,20
58,1.9333333333333333,6,546.5454545454545,215.3409090909091,44
59,1.9666666666666666,0,668.4655172413793,211.06896551724137,58
59,1.9666666666666666,1,646.530612244898,217.69387755102042,49
59,1.9666666666666666,2,624.2363636363636,220.56363636363636,55
59,1.9666666666666666,3,605.5,219.5,36
59,1.9666666666666666,4,585.9824561403509,214.59649122807016,57
59,1.9666666666666666,5,565.6666666666666,212.16666666666666,24
59,1.9666666666666666,6,545.3823529411765,217.35294117647058,34
60,2.0,0,668.03125,213.640625,64
60,2.0,1,645.8,217.88888888888889,45
60,2.0,2,623.1842105263158,219.18421052631578,76
60,2.0,3,603.6470588235294,217.5,34
60,2.0,4,584.4509803921569,212.72549019607843,51
60,2.0,5,564.4137931034483,211.89655172413794,29
60,2.0,6,544.7021276595744,218.4255319148936,47
61,2.033333333333333,0,666.7833333333333,215.9,60
61,2.033333333333333,1,644.2916666666666,217.97916666666666,48
61,2.033333333333333,2,622.4561403508771,216.87719298245614,57
61,2.033333333333333,3,602.8888888888889,215.16666666666666,36
61,2.033333333333333,4,583.8269230769231,211.59615384615384,52
61,2.033333333333333,5,563.0,211.91666666666666,24
61,2.033333333333333,6,544.3061224489796,220.22448979591837,49
62,2.066666666666667,0,665.2112676056338,218.83098591549296,71
62,2.066666666666667,1,643.6595744680851,218.08510638297872,47
62,2.066666666666667,2,621.265306122449,214.89795918367346,49
62,2.066666666666667,3,601.3142857142857,212.97142857142856,35
62,2.066666666666667,4,582.2173913043479,209.6086956521739,46
62,2.066666666666667,5,561.6,212.36,25
62,2.066666666666667,6,544.2127659574468,221.72340425531914,47
63,2.1,0,663.9589041095891,221.02739726027397,73
63,2.1,1,642.1052631578947,216.98245614035088,57
63,2.1,2,620.6041666666666,212.39583333333334,48
63,2.1,3,601.25,209.75,32
63,2.1,4,581.4081632653061,208.26530612244898,49
63,2.1,5,561.4117647058823,212.05882352941177,17
63,2.1,6,544.439024390244,223.14634146341464,41
64,2.1333333333333333,0,662.5694444444445,221.68055555555554,72
64,2.1333333333333333,1,640.5846153846154,215.87692307692308,65
64,2.1333333333333333,2,619.92,210.22,50
64,2.1333333333333333,3,600.1842105263158,207.71052631578948,38
64,2.1333333333333333,4,580.4629629629629,206.94444444444446,54
64,2.1333333333333333,5,561.1,212.3,20
64,2.1333333333333333,6,544.5,224.8181818181818,44
65,2.1666666666666665,0,660.5901639344262,222.4262295081967,61
65,2.1666666666666665,1,639.8666666666667,214.91666666666666,60
65,2.1666666666666665,2,619.0416666666666,208.25,48
65,2.1666666666666665,3,599.4634146341464,206.4390243902439,41
65,2.1666666666666665,4,579.8823529411765,206.09803921568627,51
65,2.1666666666666665,5,561.3181818181819,212.36363636363637,22
65,2.1666666666666665,6,544.7,226.12,50
66,2.2,0,658.830985915493,222.98591549295776,71
66,2.2,1,639.2972972972973,213.22972972972974,74
66,2.2,2,619.2380952380952,205.83333333333334,42
66,2.2,3,599.6428571428571,204.14285714285714,28
66,2.2,4,579.6041666666666,205.5625,48
66,2.2,5,561.25,213.25,32
66,2.2,6,545.1777777777778,227.06666666666666,45
67,2.2333333333333334,0,657.2162162162163,223.02702702702703,74
67,2.2333333333333334,1,639.515625,211.96875,64
67,2.2333333333333334,2,619.3333333333334,203.88095238095238,42
67,2.2333333333333334,3,599.25,203.25,32
67,2.2333333333333334,4,579.8541666666666,205.20833333333334,48
67,2.2333333333333334,5,562.4,214.4,15
67,2.2333333333333334,6,546.2,227.3,40
68,2.2666666666666666,0,656.6756756756756,223.25675675675674,74
68,2.2666666666666666,1,639.8444444444444,209.77777777777777,45
68,2.2666666666666666,2,619.325,201.675,40
68,2.2666666666666666,3,599.5714285714286,201.88571428571427,35
68,2.2666666666666666,4,579.9574468085107,205.36170212765958,47
68,2.2666666666666666,5,562.7916666666666,215.29166666666666,24
68,2.2666666666666666,6,545.6078431372549,228.01960784313727,51
69,2.3,0,654.8658536585366,223.09756097560975,82
69,2.3,1,640.3125,207.64583333333334,48
69,2.3,2,619.734693877551,200.18367346938774,49
69,2.3,3,599.2647058823529,201.05882352941177,34
69,2.3,4,580.7708333333334,206.35416666666666,48
69,2.3,5,563.5,216.5,24
69,2.3,6,544.6896551724138,229.367816091954,87
70,2.3333333333333335,0,653.9661016949152,222.72881355932202,59
70,2.3333333333333335,1,640.5686274509804,206.35294117647058,51
70,2.3333333333333335,2,619.9565217391304,197.95652173913044,46
70,2.3333333333333335,3,599.2777777777778,200.83333333333334,36
70,2.3333333333333335,4,581.0,206.64285714285714,42
70,2.3333333333333335,5,563.9230769230769,217.5,26
70,2.3333333333333335,6,546.2280701754386,230.12280701754386,57
71,2.3666666666666667,0,653.0121951219512,221.97560975609755,82
71,2.3666666666666667,1,640.4,204.78,50
71,2.3666666666666667,2,619.9756097560976,197.46341463414635,41
71,2.3666666666666667,3,599.5,201.35294117647058,34
71,2.3666666666666667,4,581.8333333333334,207.61111111111111,36
71,2.3666666666666667,5,564.8947368421053,218.57894736842104,19
