seq,millis,channel,target_deg,actual_deg,error_deg
5532,442981,CH1,129.343,120.480,8.863
5532,442981,CH2,124.406,122.880,1.526
5532,442981,CH3,119.231,123.120,-3.889
5532,442981,CH4,112.193,119.760,-7.567
5532,442981,CH5,117.224,127.920,-10.696
5532,442981,CH6,128.475,138.240,-9.765
5533,443061,CH1,144.485,134.160,10.325
5533,443061,CH2,135.264,129.120,6.144
5533,443061,CH3,123.376,121.920,1.456
5533,443061,CH4,108.617,110.640,-2.023
5533,443061,CH5,106.205,114.000,-7.795
5533,443061,CH6,113.369,128.880,-15.511
5534,443141,CH1,156.735,147.600,9.135
5534,443141,CH2,148.550,140.160,8.390
5534,443141,CH3,133.574,126.000,7.574
5534,443141,CH4,113.245,109.440,3.805
5534,443141,CH5,102.570,102.240,0.330
5534,443141,CH6,101.766,118.800,-17.034
5535,443230,CH1,161.414,155.760,5.654
5535,443230,CH2,159.191,150.960,8.231
5535,443230,CH3,145.930,136.800,9.130
5535,443230,CH4,124.311,116.160,8.151
5535,443230,CH5,107.706,103.200,4.506
5535,443230,CH6,98.097,102.000,-3.903
5536,443301,CH1,161.414,155.760,5.654
5536,443301,CH2,159.191,150.960,8.231
5536,443301,CH3,145.930,136.800,9.130
5536,443301,CH4,124.311,116.160,8.151
5536,443301,CH5,107.706,103.200,4.506
5536,443301,CH6,98.097,102.000,-3.903
5537,443381,CH1,156.735,157.440,-0.705
5537,443381,CH2,163.121,159.360,3.761
5537,443381,CH3,155.724,149.520,6.204
5537,443381,CH4,137.587,128.640,8.947
5537,443381,CH5,119.652,110.880,8.772
5537,443381,CH6,103.763,98.880,4.883
5538,443461,CH1,144.485,152.640,-8.155
5538,443461,CH2,158.840,161.040,-2.200
5538,443461,CH3,159.216,156.240,2.976
5538,443461,CH4,148.003,141.120,6.883
5538,443461,CH5,133.845,123.840,10.005
5538,443461,CH6,116.601,98.880,4.883
5539,443541,CH1,144.485,152.640,-8.155
5539,443541,CH2,158.840,161.040,-2.200
5539,443541,CH3,159.216,156.240,2.976
5539,443541,CH4,148.003,141.120,6.883
5539,443541,CH5,133.845,123.840,10.005
5539,443541,CH6,116.601,98.880,4.883
5540,443630,CH1,129.343,140.160,-10.817
5540,443630,CH2,147.982,154.800,-6.818
5540,443630,CH3,155.071,156.960,-1.889
5540,443630,CH4,151.579,149.280,2.299
5540,443630,CH5,144.863,138.000,6.863
5540,443630,CH6,131.706,120.960,10.746
5541,443701,CH1,117.093,126.240,-9.147
5541,443701,CH2,134.696,143.280,-8.584
5541,443701,CH3,144.874,152.160,-7.286
5541,443701,CH4,146.951,150.240,-3.289
5541,443701,CH5,148.499,147.600,0.899
5541,443701,CH6,143.310,135.840,7.470
5542,443781,CH1,112.414,117.600,-5.186
5542,443781,CH2,124.055,132.240,-8.185
5542,443781,CH3,132.518,141.840,-9.322
5542,443781,CH4,135.885,144.720,-8.835
5542,443781,CH5,143.363,147.840,-4.477
5542,443781,CH6,146.979,145.920,1.059
5543,443861,CH1,112.414,117.600,-5.186
5543,443861,CH2,124.055,132.240,-8.185
5543,443861,CH3,132.518,141.840,-9.322
5543,443861,CH4,135.885,144.720,-8.835
5543,443861,CH5,143.363,147.840,-4.477
5543,443861,CH6,146.979,145.920,1.059
5544,443941,CH1,117.093,115.920,1.173
5544,443941,CH2,120.125,123.600,-3.475
5544,443941,CH3,122.723,130.080,-7.357
5544,443941,CH4,122.609,132.480,-9.871
5544,443941,CH5,131.417,140.640,-9.223
5544,443941,CH6,141.312,145.680,-4.368
5545,444030,CH1,129.343,120.480,8.863
5545,444030,CH2,124.406,122.400,2.006
5545,444030,CH3,119.231,122.400,-3.169
5545,444030,CH4,112.193,119.520,-7.327
5545,444030,CH5,117.224,127.680,-10.456
5545,444030,CH6,128.475,138.240,-9.765
5546,444101,CH1,144.485,133.440,11.045
5546,444101,CH2,135.264,128.640,6.624
5546,444101,CH3,123.376,120.960,2.416
5546,444101,CH4,108.617,109.920,-1.303
5546,444101,CH5,106.205,113.760,-7.555
5546,444101,CH6,113.369,123.360,-9.991
5547,444181,CH1,144.485,133.440,11.045
5547,444181,CH2,135.264,128.640,6.624
5547,444181,CH3,123.376,120.960,2.416
5547,444181,CH4,108.617,109.920,-1.303
5547,444181,CH5,106.205,113.760,-7.555
5547,444181,CH6,113.369,123.360,-9.991
5548,444261,CH1,156.735,147.120,9.615
5548,444261,CH2,148.550,139.200,9.350
5548,444261,CH3,133.574,126.240,7.334
5548,444261,CH4,113.245,109.680,3.565
5548,444261,CH5,102.570,103.200,-0.630
5548,444261,CH6,101.766,108.480,-6.714
5549,444341,CH1,161.414,155.520,5.894
5549,444341,CH2,159.191,150.720,8.471
5549,444341,CH3,145.930,136.800,9.130
5549,444341,CH4,124.311,115.680,8.631
5549,444341,CH5,107.706,102.720,4.986
5549,444341,CH6,98.097,99.360,-1.263
5550,444430,CH1,161.414,155.520,5.894
5550,444430,CH2,159.191,150.720,8.471
5550,444430,CH3,145.930,136.800,9.130
5550,444430,CH4,124.311,115.680,8.631
5550,444430,CH5,107.706,102.720,4.986
5550,444430,CH6,98.097,99.360,-1.263
5551,444501,CH1,156.735,157.440,-0.705
5551,444501,CH2,163.121,159.120,4.001
5551,444501,CH3,155.724,148.800,6.924
5551,444501,CH4,137.587,128.160,9.427
5551,444501,CH5,119.652,110.880,8.772
5551,444501,CH6,103.763,99.360,4.403
5552,444581,CH1,144.485,152.640,-8.155
5552,444581,CH2,158.840,160.800,-1.960
5552,444581,CH3,159.216,156.480,2.736
5552,444581,CH4,148.003,141.360,6.643
5552,444581,CH5,133.845,123.600,10.245
