seq,millis,channel,target_deg,actual_deg,error_deg
20594,1647932,CH1,127.571,117.360,10.211
20594,1647932,CH2,111.706,105.120,6.586
20594,1647932,CH3,106.908,107.040,-0.132
20594,1647932,CH4,96.500,101.760,-5.260
20594,1647932,CH5,102.197,111.360,-9.163
20594,1647932,CH6,117.373,128.400,-11.027
20595,1648021,CH1,139.821,131.040,8.781
20595,1648021,CH2,124.948,116.640,8.308
20595,1648021,CH3,115.311,110.160,5.151
20595,1648021,CH4,96.607,96.240,0.367
20595,1648021,CH5,94.677,98.880,-4.203
20595,1648021,CH6,103.768,113.280,-9.512
20596,1648092,CH1,144.500,139.440,5.060
20596,1648092,CH2,136.302,128.880,7.422
20596,1648092,CH3,127.441,119.280,8.161
20596,1648092,CH4,104.505,99.120,5.385
20596,1648092,CH5,95.684,94.320,1.364
20596,1648092,CH6,96.669,100.320,-3.651
20597,1648172,CH1,139.821,141.120,-1.299
20597,1648172,CH2,141.428,137.280,4.148
20597,1648172,CH3,138.643,130.320,8.323
20597,1648172,CH4,117.176,107.760,9.416
20597,1648172,CH5,104.833,98.160,6.673
20597,1648172,CH6,98.787,96.960,1.827
20598,1648252,CH1,139.821,141.120,-1.299
20598,1648252,CH2,141.428,137.280,4.148
20598,1648252,CH3,138.643,130.320,8.323
20598,1648252,CH4,117.176,107.760,9.416
20598,1648252,CH5,104.833,98.160,6.673
20598,1648252,CH6,98.787,96.960,1.827
20599,1648332,CH1,127.571,135.600,-8.029
20599,1648332,CH2,138.370,138.960,-0.590
20599,1648332,CH3,144.633,140.160,4.473
20599,1648332,CH4,129.779,121.200,8.579
20599,1648332,CH5,118.629,108.480,10.149
20599,1648332,CH6,109.314,101.280,8.034
20600,1648421,CH1,112.429,121.920,-9.491
20600,1648421,CH2,128.295,134.640,-6.345
20600,1648421,CH3,143.124,143.040,0.084
20600,1648421,CH4,137.501,131.760,5.741
20600,1648421,CH5,131.803,121.920,9.883
20600,1648421,CH6,124.227,113.280,10.947
20601,1648492,CH1,112.429,121.920,-9.491
20601,1648492,CH2,128.295,134.640,-6.345
20601,1648492,CH3,143.124,143.040,0.084
20601,1648492,CH4,137.501,131.760,5.741
20601,1648492,CH5,131.803,121.920,9.883
20601,1648492,CH6,124.227,113.280,10.947
20602,1648572,CH1,100.179,108.720,-8.541
20602,1648572,CH2,115.051,122.880,-7.828
20602,1648572,CH3,134.693,139.680,-4.987
20602,1648572,CH4,137.393,138.000,-0.607
20602,1648572,CH5,139.323,135.360,3.963
20602,1648572,CH6,137.832,128.160,9.672
20603,1648652,CH1,95.500,100.080,-4.580
20603,1648652,CH2,103.698,111.120,-7.422
20603,1648652,CH3,122.558,130.320,-7.762
20603,1648652,CH4,129.495,134.880,-5.385
20603,1648652,CH5,138.316,139.200,-0.884
20603,1648652,CH6,144.931,140.160,4.771
20604,1648732,CH1,100.179,98.880,1.299
20604,1648732,CH2,98.572,102.480,-3.908
20604,1648732,CH3,111.357,118.800,-7.443
20604,1648732,CH4,116.824,125.040,-8.216
20604,1648732,CH5,129.167,135.120,-5.953
20604,1648732,CH6,142.813,143.520,-0.707
20605,1648821,CH1,100.179,98.880,1.299
20605,1648821,CH2,98.572,102.480,-3.908
20605,1648821,CH3,111.357,118.800,-7.443
20605,1648821,CH4,116.824,125.040,-8.216
20605,1648821,CH5,129.167,135.120,-5.953
20605,1648821,CH6,142.813,143.520,-0.707
20606,1648892,CH1,112.429,103.920,8.509
20606,1648892,CH2,101.630,100.080,1.550
20606,1648892,CH3,105.367,109.680,-4.313
20606,1648892,CH4,104.221,112.320,-8.099
20606,1648892,CH5,115.371,124.320,-8.949
20606,1648892,CH6,132.286,139.920,-7.634
20607,1648972,CH1,127.571,117.360,10.211
20607,1648972,CH2,111.705,104.880,6.825
20607,1648972,CH3,106.876,107.040,-0.164
20607,1648972,CH4,96.499,101.040,-4.541
20607,1648972,CH5,102.197,111.120,-8.923
20607,1648972,CH6,117.373,128.160,-10.787
20608,1649052,CH1,139.821,131.040,8.781
20608,1649052,CH2,124.949,116.400,8.549
20608,1649052,CH3,115.307,109.680,5.627
20608,1649052,CH4,96.607,96.000,0.607
20608,1649052,CH5,94.677,98.880,-4.203
20608,1649052,CH6,103.768,112.560,-8.792
20609,1649132,CH1,139.821,131.040,8.781
20609,1649132,CH2,124.949,116.400,8.549
20609,1649132,CH3,115.307,109.680,5.627
20609,1649132,CH4,96.607,96.000,0.607
20609,1649132,CH5,94.677,98.880,-4.203
20609,1649132,CH6,103.768,112.560,-8.792
20610,1649221,CH1,144.500,139.920,4.580
20610,1649221,CH2,136.302,128.640,7.662
20610,1649221,CH3,127.442,119.280,8.162
20610,1649221,CH4,104.505,99.120,5.385
20610,1649221,CH5,95.684,94.320,1.364
20610,1649221,CH6,96.669,100.080,-3.411
20611,1649292,CH1,139.821,141.120,-1.299
20611,1649292,CH2,141.428,137.040,4.388
20611,1649292,CH3,138.643,130.560,8.083
20611,1649292,CH4,117.176,108.480,8.696
20611,1649292,CH5,104.833,97.920,6.913
20611,1649292,CH6,98.787,96.720,2.067
20612,1649372,CH1,139.821,141.120,-1.299
20612,1649372,CH2,141.428,137.040,4.388
20612,1649372,CH3,138.643,130.560,8.083
20612,1649372,CH4,117.176,108.480,8.696
20612,1649372,CH5,104.833,97.920,6.913
20612,1649372,CH6,98.787,96.720,2.067
20613,1649452,CH1,127.571,135.840,-8.269
20613,1649452,CH2,138.370,139.200,-0.830
20613,1649452,CH3,144.633,139.920,4.713
20613,1649452,CH4,129.779,120.720,9.059
20613,1649452,CH5,118.629,108.960,9.669
20613,1649452,CH6,109.314,101.760,7.554
20614,1649532,CH1,112.429,122.160,-9.731
20614,1649532,CH2,128.295,134.640,-6.345
20614,1649532,CH3,143.124,143.040,0.084
20614,1649532,CH4,137.501,132.000,5.501
20614,1649532,CH5,131.803,122.400,9.403
20614,1649532,CH6,124.227,113.280,10.947
20615,1649621,CH1,100.179,108.480,-8.301
20615,1649621,CH2,115.051,123.120,-8.069
20615,1649621,CH3,134.693,140.160,-5.467
20615,1649621,CH4,137.393,138.000,-0.607
20615,1649621,CH5,139.323,135.360,3.963
20615,1649621,CH6,137.832,128.160,9.672
20616,1649692,CH1,100.179,108.480,-8.301
20616,1649692,CH2,115.051,123.120,-8.069
20616,1649692,CH3,134.693,140.160,-5.467
20616,1649692,CH4,137.393,138.000,-0.607
20616,1649692,CH5,139.323,135.360,3.963
20616,1649692,CH6,137.832,128.160,9.672
20617,1649772,CH1,95.500,99.840,-4.340
20617,1649772,CH2,103.698,110.640,-6.942
20617,1649772,CH3,122.558,130.080,-7.522
20617,1649772,CH4,129.495,135.120,-5.625
20617,1649772,CH5,138.316,139.440,-1.124
20617,1649772,CH6,144.931,140.400,4.531
20618,1649852,CH1,100.179,97.440,2.739
20618,1649852,CH2,98.572,102.240,-3.668
20618,1649852,CH3,111.357,118.800,-7.443
20618,1649852,CH4,116.824,124.800,-7.976
20618,1649852,CH5,129.167,135.360,-6.193
20618,1649852,CH6,142.813,143.760,-0.947
20619,1649932,CH1,100.179,97.440,2.739
20619,1649932,CH2,98.572,102.240,-3.668
20619,1649932,CH3,111.357,118.800,-7.443
20619,1649932,CH4,116.824,124.800,-7.976
20619,1649932,CH5,129.167,135.360,-6.193
20619,1649932,CH6,142.813,143.760,-0.947
20620,1650021,CH1,112.429,103.920,8.509
20620,1650021,CH2,101.630,100.320,1.310
20620,1650021,CH3,105.367,109.680,-4.313
20620,1650021,CH4,104.221,112.560,-8.339
20620,1650021,CH5,115.371,124.320,-8.949
20620,1650021,CH6,132.286,139.680,-7.394
20621,1650092,CH1,127.571,117.360,10.211
20621,1650092,CH2,111.705,105.360,6.345
20621,1650092,CH3,106.876,106.800,0.076
20621,1650092,CH4,96.499,101.760,-5.261
20621,1650092,CH5,102.197,110.880,-8.683
