seq,millis,channel,target_deg,actual_deg,error_deg
7015,561630,CH1,141.799,130.320,11.479
7015,561630,CH2,128.657,121.920,6.737
7015,561630,CH3,119.238,116.880,2.358
7015,561630,CH4,103.944,106.080,-2.136
7015,561630,CH5,103.971,110.880,-6.909
7015,561630,CH6,113.980,123.840,-9.860
7016,561700,CH1,154.049,144.720,9.329
7016,561700,CH2,141.943,134.160,7.783
7016,561700,CH3,129.436,122.640,6.796
7016,561700,CH4,108.572,105.360,3.212
7016,561700,CH5,100.336,100.320,0.016
7016,561700,CH6,102.376,108.240,-5.864
7017,561780,CH1,154.049,144.720,9.329
7017,561780,CH2,141.943,134.160,7.783
7017,561780,CH3,129.436,122.640,6.796
7017,561780,CH4,108.572,105.360,3.212
7017,561780,CH5,100.336,100.320,0.016
7017,561780,CH6,102.376,108.240,-5.864
7018,561860,CH1,158.728,153.600,5.128
7018,561860,CH2,152.584,145.440,7.144
7018,561860,CH3,141.792,132.960,8.832
7018,561860,CH4,119.638,113.280,6.358
7018,561860,CH5,105.472,100.560,4.912
7018,561860,CH6,98.707,99.120,-0.413
7019,561940,CH1,154.048,155.280,-1.232
7019,561940,CH2,156.514,152.640,3.874
7019,561940,CH3,151.587,144.480,7.107
7019,561940,CH4,132.915,124.560,8.355
7019,561940,CH5,117.418,108.960,8.458
7019,561940,CH6,104.374,99.600,4.774
7020,562029,CH1,154.048,155.280,-1.232
7020,562029,CH2,156.514,152.640,3.874
7020,562029,CH3,151.587,144.480,7.107
7020,562029,CH4,132.915,124.560,8.355
7020,562029,CH5,117.418,108.960,8.458
7020,562029,CH6,104.374,99.600,4.774
7021,562100,CH1,141.798,149.760,-7.962
7021,562100,CH2,152.233,154.320,-2.087
7021,562100,CH3,155.078,151.680,3.398
7021,562100,CH4,143.330,136.560,6.770
7021,562100,CH5,131.610,122.400,9.210
7021,562100,CH6,117.211,108.720,8.491
7022,562180,CH1,126.657,136.560,-9.903
7022,562180,CH2,141.375,148.080,-6.705
7022,562180,CH3,150.934,152.880,-1.946
7022,562180,CH4,146.906,145.440,1.466
7022,562180,CH5,142.629,136.320,6.309
7022,562180,CH6,132.317,123.600,8.717
