seq,millis,channel,target_deg,actual_deg,error_deg
12401,992497,CH1,147.582,136.800,10.782
12401,992497,CH2,136.692,130.080,6.612
12401,992497,CH3,129.022,127.440,1.582
12401,992497,CH4,107.991,110.640,-2.649
12401,992497,CH5,111.366,119.520,-8.154
12401,992497,CH6,113.844,125.040,-11.196
12402,992577,CH1,159.832,150.480,9.352
12402,992577,CH2,149.979,140.880,9.099
12402,992577,CH3,139.220,132.240,6.980
12402,992577,CH4,112.620,108.960,3.660
12402,992577,CH5,107.730,108.000,-0.270
12402,992577,CH6,102.240,109.440,-7.200
12403,992658,CH1,164.511,158.160,6.351
12403,992658,CH2,160.619,152.160,8.459
12403,992658,CH3,151.576,142.080,9.496
12403,992658,CH4,123.685,115.200,8.485
12403,992658,CH5,112.866,108.000,4.866
12403,992658,CH6,98.571,99.120,-0.549
12404,992737,CH1,164.511,158.160,6.351
12404,992737,CH2,160.619,152.160,8.459
12404,992737,CH3,151.576,142.080,9.496
12404,992737,CH4,123.685,115.200,8.485
12404,992737,CH5,112.866,108.000,4.866
12404,992737,CH6,98.571,99.120,-0.549
12405,992826,CH1,159.832,160.080,-0.248
12405,992826,CH2,164.550,160.080,4.470
12405,992826,CH3,161.370,153.360,8.010
12405,992826,CH4,136.962,127.680,9.282
12405,992826,CH5,124.812,115.680,9.132
12405,992826,CH6,104.237,99.600,4.637
12406,992897,CH1,147.582,155.520,-7.938
12406,992897,CH2,160.268,161.760,-1.492
12406,992897,CH3,164.862,161.040,3.822
12406,992897,CH4,147.377,139.680,7.697
12406,992897,CH5,139.005,128.880,10.125
12406,992897,CH6,117.075,108.000,9.075
12407,992977,CH1,147.582,155.520,-7.938
12407,992977,CH2,160.268,161.760,-1.492
12407,992977,CH3,164.862,161.040,3.822
12407,992977,CH4,147.377,139.680,7.697
12407,992977,CH5,139.005,128.880,10.125
12407,992977,CH6,117.075,108.000,9.075
12408,993057,CH1,132.440,143.280,-10.840
12408,993057,CH2,149.411,156.480,-7.069
12408,993057,CH3,160.718,162.240,-1.522
12408,993057,CH4,150.954,148.320,2.634
12408,993057,CH5,150.024,142.560,7.464
12408,993057,CH6,132.181,121.200,10.981
12409,993137,CH1,120.190,129.600,-9.410
12409,993137,CH2,136.125,145.200,-9.075
12409,993137,CH3,150.520,157.440,-6.920
12409,993137,CH4,146.325,149.520,-3.195
12409,993137,CH5,153.659,153.120,0.539
12409,993137,CH6,143.784,136.080,7.704
12410,993226,CH1,115.511,120.960,-5.449
