seq,millis,channel,target_deg,actual_deg,error_deg
26644,2131928,CH1,75.446,80.880,-5.434
26644,2131928,CH2,82.379,90.000,-7.621
26644,2131928,CH3,98.240,106.800,-8.560
26644,2131928,CH4,120.034,127.920,-7.886
26644,2131928,CH5,131.121,135.600,-4.479
26644,2131928,CH6,125.188,123.360,1.827
26645,2132017,CH1,80.126,78.960,1.166
26645,2132017,CH2,78.449,82.320,-3.871
26645,2132017,CH3,88.446,95.280,-6.834
26645,2132017,CH4,106.758,115.920,-9.162
26645,2132017,CH5,119.175,127.200,-8.025
26645,2132017,CH6,119.521,123.600,-4.079
26646,2132088,CH1,92.376,83.040,9.336
26646,2132088,CH2,82.730,80.880,1.850
26646,2132088,CH3,84.954,87.840,-2.886
26646,2132088,CH4,96.342,103.680,-7.338
26646,2132088,CH5,104.982,114.960,-9.978
26646,2132088,CH6,106.683,115.440,-8.757
26647,2132168,CH1,92.376,83.040,9.336
26647,2132168,CH2,82.730,80.880,1.850
26647,2132168,CH3,84.954,87.840,-2.886
26647,2132168,CH4,96.342,103.680,-7.338
26647,2132168,CH5,104.982,114.960,-9.978
26647,2132168,CH6,106.683,115.440,-8.757
26648,2132248,CH1,107.518,96.480,11.038
26648,2132248,CH2,93.587,85.920,7.667
26648,2132248,CH3,89.099,86.640,2.459
26648,2132248,CH4,92.766,95.280,-2.514
26648,2132248,CH5,93.963,101.520,-7.557
26648,2132248,CH6,91.578,102.480,-10.902
26649,2132328,CH1,119.767,109.440,10.327
26649,2132328,CH2,106.874,97.200,9.674
26649,2132328,CH3,99.297,92.160,7.137
26649,2132328,CH4,97.395,93.600,3.795
26649,2132328,CH5,90.328,90.720,-0.392
26649,2132328,CH6,79.975,88.080,-8.105
26650,2132417,CH1,119.767,109.440,10.327
26650,2132417,CH2,106.874,97.200,9.674
26650,2132417,CH3,99.297,92.160,7.137
26650,2132417,CH4,97.395,93.600,3.795
26650,2132417,CH5,90.328,90.720,-0.392
26650,2132417,CH6,79.975,88.080,-8.105
26651,2132488,CH1,124.446,118.560,5.886
26651,2132488,CH2,117.514,108.240,9.274
26651,2132488,CH3,111.652,101.520,10.132
26651,2132488,CH4,108.460,99.360,9.100
26651,2132488,CH5,95.464,90.000,5.464
26651,2132488,CH6,76.305,78.000,-1.695
26652,2132568,CH1,119.767,120.480,-0.713
26652,2132568,CH2,121.444,117.120,4.324
26652,2132568,CH3,121.447,113.520,7.927
26652,2132568,CH4,121.737,110.640,11.097
26652,2132568,CH5,107.410,97.920,9.490
26652,2132568,CH6,81.972,77.040,4.932
26653,2132648,CH1,107.517,115.920,-8.403
26653,2132648,CH2,117.163,118.560,-1.397
26653,2132648,CH3,124.939,121.200,3.739
26653,2132648,CH4,132.152,123.840,8.312
26653,2132648,CH5,121.603,110.160,11.443
26653,2132648,CH6,94.810,85.200,9.610
26654,2132728,CH1,107.517,115.920,-8.403
26654,2132728,CH2,117.163,118.560,-1.397
26654,2132728,CH3,124.939,121.200,3.739
26654,2132728,CH4,132.152,123.840,8.312
26654,2132728,CH5,121.603,110.160,11.443
26654,2132728,CH6,94.810,85.200,9.610
26655,2132817,CH1,92.375,102.960,-10.585
26655,2132817,CH2,106.306,113.280,-6.974
